商品编码,商品名称,人民币
1,第1章 活动物,234422701
2,第2章 肉及食用...,18723226379
3,第3章 鱼、甲壳...,7972058652
4,第4章 乳品；蛋...,4011444187
5,第5章 其他动物...,481704517
6,第6章 活树及其...,210645204
7,第7章 食用蔬菜...,1343735958
8,第8章 食用水果...,10129691358
9,第9章 咖啡、茶...,718205881
10,第10章 谷物,3759888967
11,第11章 制粉工业...,1104167299
12,第12章 含油子仁...,22050715828
13,第13章 虫胶；树...,239241527
14,第14章 编结用植...,79545014
15,第15章 动、植物...,5266895306
16,第16章 肉、鱼、...,163058959
17,第17章 糖及糖食,893681361
18,第18章 可可及可...,291256878
19,第19章 谷物、粮...,4983185660
20,第20章 蔬菜、水...,663638985
21,第21章 杂项食品,3079629143
22,第22章 饮料、酒...,2122905477
23,第23章 食品工业...,2975788992
24,第24章 烟草、烟...,2430729407
25,第25章 盐；硫磺...,3191272126
26,第26章 矿砂、矿...,94706654235
27,第27章 矿物燃料...,129572949931
28,第28章 无机化学...,5126991917
29,第29章 有机化学...,24373044188
30,第30章 药品,21001581038
31,第31章 肥料,1799796084
32,第32章 鞣料浸膏...,2677137555
33,第33章 精油及香...,12336351936
34,第34章 肥皂、有...,2938072964
35,第35章 蛋白类物...,2471781141
36,第36章 炸药；烟...,46665738
37,第37章 照相及电...,1838241431
38,第38章 杂项化学...,11623506908
39,第39章 塑料及其...,38426516290
40,第40章 橡胶及其...,8473449111
41,第41章 生皮（毛...,1556878446
42,第42章 皮革制品...,1520259319
43,第43章 毛皮、人...,115912492
44,第44章 木及木制...,10873139489
45,第45章 软木及软...,16419941
46,第46章 稻草、秸...,9473628
47,第47章 木浆及其...,9647419457
48,第48章 纸及纸板...,3966038785
49,第49章 书籍、报...,1538994675
50,第50章 蚕丝,14395125
51,第51章 羊毛、动...,1726639795
52,第52章 棉花,4267512076
53,第53章 其他植物...,549333266
54,第54章 化学纤维...,1228596126
55,第55章 化学纤维...,1028959966
56,第56章 絮胎、毡...,1194228745
57,第57章 地毯及纺...,45490790
58,第58章 特种机织...,194031764
59,第59章 浸渍、涂...,953331567
60,第60章 针织物及...,614583546
61,第61章 针织或钩...,1446884654
62,第62章 非针织或...,1748411271
63,第63章 其他纺织...,441099761
64,第64章 鞋靴、护...,2772211780
65,第65章 帽类及其...,79634165
66,第66章 雨伞、阳...,8865998
67,第67章 已加工羽...,99244412
68,第68章 石料、石...,1083623102
69,第69章 陶瓷产品,714768761
70,第70章 玻璃及其...,4447682309
71,第71章 天然或养...,10942912358
72,第72章 钢铁,14717661794
73,第73章 钢铁制品,5604659803
74,第74章 铜及其制...,21621342220
75,第75章 镍及其制...,2047115405
76,第76章 铝及其制...,3541347341
78,第78章 铅及其制...,36455582
79,第79章 锌及其制...,844054903
80,第80章 锡及其制...,179739735
81,第81章 其他贱金...,2457477901
82,第82章 贱金属工...,2006788984
83,第83章 贱金属杂...,941222914
84,第84章 核反应堆...,115159355707
85,第85章 电机、电...,299642640572
86,第86章 铁道及电...,383331971
87,第87章 车辆及其...,24599410463
88,第88章 航空器、...,2185981216
89,第89章 船舶及浮...,140519068
90,第90章 光学、照...,58219912954
91,第91章 钟表及其...,1725301038
92,第92章 乐器及其...,218628179
93,第93章 武器、弹...,991181
94,第94章 家具；寝...,1542995754
95,第95章 玩具、游...,1316561519
96,第96章 杂项制品,1221327171
97,第97章 艺术品、...,37226084
98,第98章 特殊交易...,6724572751
