商品编码,商品名称,人民币
1,第1章 活动物,215884975
2,第2章 肉及食用...,5755367211
3,第3章 鱼、甲壳...,6373132763
4,第4章 乳品；蛋...,2576775430
5,第5章 其他动物...,421489530
6,第6章 活树及其...,136011396
7,第7章 食用蔬菜...,1462984705
8,第8章 食用水果...,4903033319
9,第9章 咖啡、茶...,325234117
10,第10章 谷物,5031372331
11,第11章 制粉工业...,628214341
12,第12章 含油子仁...,21469054910
13,第13章 虫胶；树...,173094045
14,第14章 编结用植...,98175468
15,第15章 动、植物...,3754301357
16,第16章 肉、鱼、...,126592382
17,第17章 糖及糖食,1364933070
18,第18章 可可及可...,249047219
19,第19章 谷物、粮...,2779377001
20,第20章 蔬菜、水...,636772933
21,第21章 杂项食品,1469462340
22,第22章 饮料、酒...,2872009628
23,第23章 食品工业...,2173982658
24,第24章 烟草、烟...,2479572465
25,第25章 盐；硫磺...,3658625499
26,第26章 矿砂、矿...,66297978815
27,第27章 矿物燃料...,172921288794
28,第28章 无机化学...,5636388823
29,第29章 有机化学...,34574216790
30,第30章 药品,13753320172
31,第31章 肥料,1441837349
32,第32章 鞣料浸膏...,2561857567
33,第33章 精油及香...,5812609499
34,第34章 肥皂、有...,2476880692
35,第35章 蛋白类物...,1695833072
36,第36章 炸药；烟...,68978043
37,第37章 照相及电...,1341832180
38,第38章 杂项化学...,9254640059
39,第39章 塑料及其...,37671716123
40,第40章 橡胶及其...,7600640371
41,第41章 生皮（毛...,2752379814
42,第42章 皮革制品...,1479229789
43,第43章 毛皮、人...,558085214
44,第44章 木及木制...,12762805308
45,第45章 软木及软...,31334280
46,第46章 稻草、秸...,11268698
47,第47章 木浆及其...,11599740491
48,第48章 纸及纸板...,3101999740
49,第49章 书籍、报...,1068036776
50,第50章 蚕丝,32079181
51,第51章 羊毛、动...,2399406191
52,第52章 棉花,4656529655
53,第53章 其他植物...,450252355
54,第54章 化学纤维...,1685066315
55,第55章 化学纤维...,1303181647
56,第56章 絮胎、毡...,732172589
57,第57章 地毯及纺...,70634204
58,第58章 特种机织...,293070515
59,第58章 浸渍、涂...,1003094339
60,第60章 针织物及...,970599229
61,第61章 针织或钩...,1318758054
62,第62章 非针织或...,1635014797
63,第63章 其他纺织...,235059253
64,第64章 鞋靴、护...,1808620929
65,第65章 帽类及其...,47211634
66,第66章 雨伞、阳...,8002915
67,第67章 已加工羽...,136623576
68,第68章 石料、石...,932877100
69,第69章 陶瓷产品,592178775
70,第70章 玻璃及其...,3845111865
71,第71章 天然或养...,47493698521
72,第72章 钢铁,11460218485
73,第73章 钢铁制品,5745680273
74,第74章 铜及其制...,26063760385
75,第75章 镍及其制...,3429049400
76,第76章 铝及其制...,3421131251
78,第78章 铅及其制...,42288975
79,第79章 锌及其制...,933544529
80,第80章 锡及其制...,77655290
81,第81章 其他贱金...,2603876686
82,第82章 贱金属工...,2189598592
83,第83章 贱金属杂...,1077888858
84,第84章 核反应堆...,107444142224
85,第85章 电机、电...,261214418357
86,第86章 铁道及电...,410407373
87,第87章 车辆及其...,43387790723
88,第88章 航空器、...,15194846744
89,第89章 船舶及浮...,1467362175
90,第90章 光学、照...,53922849615
91,第91章 钟表及其...,1983658082
92,第92章 乐器及其...,228944394
93,第93章 武器、弹...,5618479
94,第94章 家具；寝...,1935571356
95,第95章 玩具、游...,1076137697
96,第96章 杂项制品,1351539170
97,第97章 艺术品、...,30527355
98,第98章 特殊交易...,8505839799
