商品编码,商品名称,人民币
1,第1章 活动物,293615309
2,第2章 肉及食用...,14683308969
3,第3章 鱼、甲壳...,12771978546
4,第4章 乳品；蛋...,5123356263
5,第5章 其他动物...,897390465
6,第6章 活树及其...,143670747
7,第7章 食用蔬菜...,2041959818
8,第8章 食用水果...,13179129951
9,第9章 咖啡、茶...,1366205396
10,第10章 谷物,12696613728
11,第11章 制粉工业...,755534953
12,第12章 含油子仁...,56866628897
13,第13章 虫胶；树...,287566832
14,第14章 编结用植...,96898744
15,动、植物或微生物油、...,7869892904
16,第16章 肉、鱼、...,403714703
17,第17章 糖及糖食,1051850069
18,第18章 可可及可...,478586928
19,第19章 谷物、粮...,4073340202
20,第20章 蔬菜、水...,1281472696
21,第21章 杂项食品,4322181726
22,第22章 饮料、酒...,3158161417
23,第23章 食品工业...,5170283936
24,第24章 烟草、烟...,1682725503
25,第25章 盐；硫磺...,11438168716
26,第26章 矿砂、矿...,136513967384
27,第27章 矿物燃料...,315441413014
28,第28章 无机化学...,13440250889
29,第29章 有机化学...,29297826169
30,第30章 药品,26439788085
31,第31章 肥料,3156749976
32,第32章 鞣料浸膏...,2917117578
33,第33章 精油及香...,10701626965
34,第34章 肥皂、有...,3388320153
35,第35章 蛋白类物...,2302499312
36,第36章 炸药；烟...,55080760
37,第37章 照相及电...,2036706554
38,第38章 杂项化学...,15202621046
39,第39章 塑料及其...,35736837513
40,第40章 橡胶及其...,9150087026
41,第41章 生皮（毛...,1782415196
42,第42章 皮革制品...,3841399376
43,第43章 毛皮、人...,590061634
44,第44章 木及木制...,12194725506
45,第45章 软木及软...,24090455
46,第46章 稻草、秸...,23909987
47,第47章 木浆及其...,15181720652
48,第48章 纸及纸板...,4231747319
49,第49章 书籍、报...,1153641972
50,第50章 蚕丝,39716622
51,第51章 羊毛、动...,2045192564
52,第52章 棉花,4329619872
53,第53章 其他植物...,784377508
54,第54章 化学纤维...,1266647976
55,第55章 化学纤维...,812467848
56,第56章 絮胎、毡...,708393682
57,第57章 地毯及纺...,42765593
58,第58章 特种机织...,181139579
59,第59章 浸渍、涂...,807072190
60,第60章 针织物及...,436867527
61,第61章 针织或钩...,2103323704
62,第62章 非针织或...,2669939342
63,第63章 其他纺织...,199508544
64,第64章 鞋靴、护...,3713758964
65,第65章 帽类及其...,159878446
66,第66章 雨伞、阳...,9009973
67,第67章 已加工羽...,766624082
68,第68章 石料、石...,1043156058
69,第69章 陶瓷产品,858378809
70,第70章 玻璃及其...,3499104216
71,第71章 天然或养...,77466146622
72,第72章 钢铁,19583646806
73,第73章 钢铁制品,5278247461
74,第74章 铜及其制...,35899486866
75,第75章 镍及其制...,6601947832
76,第76章 铝及其制...,6128474116
78,第78章 铅及其制...,43437421
79,第79章 锌及其制...,465747073
80,第80章 锡及其制...,729947908
81,第81章 其他贱金...,2535134487
82,第82章 贱金属工...,1576340669
83,第83章 贱金属杂...,971323211
84,第84章 核反应堆...,105794678754
85,第85章 电机、电...,281247403790
86,第86章 铁道及电...,427761809
87,第87章 车辆及其...,36831354509
88,第88章 航空器、...,8656560526
89,第89章 船舶及浮...,802305285
90,第90章 光学、照...,45462542461
91,第91章 钟表及其...,3031048909
92,第92章 乐器及其...,299189638
93,第93章 武器、弹...,955236
94,第94章 家具；寝...,1468713426
95,第95章 玩具、游...,1503125614
96,第96章 杂项制品,897494153
97,第97章 艺术品、...,1046554545
98,第98章 特殊交易...,7142847591
