商品编码,商品名称,人民币
1,第1章 活动物,145214441
2,第2章 肉及食用...,16790839222
3,第3章 鱼、甲壳...,10056617449
4,第4章 乳品；蛋...,4577847102
5,第5章 其他动物...,678273619
6,第6章 活树及其...,200756595
7,第7章 食用蔬菜...,1640302041
8,第8章 食用水果...,9196303308
9,第9章 咖啡、茶...,819934140
10,第10章 谷物,7588094986
11,第11章 制粉工业...,1221783092
12,第12章 含油子仁...,42257567245
13,第13章 虫胶；树...,218489043
14,第14章 编结用植...,88462071
15,动、植物或微生物油、...,8921993897
16,第16章 肉、鱼、...,315498930
17,第17章 糖及糖食,2685356062
18,第18章 可可及可...,633114234
19,第19章 谷物、粮...,4559411089
20,第20章 蔬菜、水...,1238177309
21,第21章 杂项食品,3583177015
22,第22章 饮料、酒...,3799393278
23,第23章 食品工业...,4430367791
24,第24章 烟草、烟...,1103704871
25,第25章 盐；硫磺...,8488966426
26,第26章 矿砂、矿...,151391778734
27,第27章 矿物燃料...,321114798830
28,第28章 无机化学...,12662345647
29,第29章 有机化学...,31400449866
30,第30章 药品,23373290160
31,第31章 肥料,2365598010
32,第32章 鞣料浸膏...,3069405264
33,第33章 精油及香...,9836065652
34,第34章 肥皂、有...,3200587393
35,第35章 蛋白类物...,2675614964
36,第36章 炸药；烟...,95283494
37,第37章 照相及电...,2076139768
38,第38章 杂项化学...,15479845829
39,第39章 塑料及其...,38249628948
40,第40章 橡胶及其...,9564372922
41,第41章 生皮（毛...,1727957613
42,第42章 皮革制品...,3734355629
43,第43章 毛皮、人...,878749350
44,第44章 木及木制...,10115239456
45,第45章 软木及软...,27742684
46,第46章 稻草、秸...,11912948
47,第47章 木浆及其...,13058635523
48,第48章 纸及纸板...,4352989752
49,第49章 书籍、报...,1566515384
50,第50章 蚕丝,79180813
51,第51章 羊毛、动...,1904918840
52,第52章 棉花,6372126802
53,第53章 其他植物...,1120569804
54,第54章 化学纤维...,1286585413
55,第55章 化学纤维...,992210161
56,第56章 絮胎、毡...,661271060
57,第57章 地毯及纺...,61803971
58,第58章 特种机织...,170957176
59,第59章 浸渍、涂...,798768446
60,第60章 针织物及...,375666422
61,第61章 针织或钩...,2761128410
62,第62章 非针织或...,4104492004
63,第63章 其他纺织...,205798998
64,第64章 鞋靴、护...,4410960696
65,第65章 帽类及其...,161606629
66,第66章 雨伞、阳...,10856946
67,第67章 已加工羽...,779366022
68,第68章 石料、石...,1042936489
69,第69章 陶瓷产品,944782210
70,第70章 玻璃及其...,4287563482
71,第71章 天然或养...,67029228201
72,第72章 钢铁,23278123984
73,第73章 钢铁制品,5410097828
74,第74章 铜及其制...,37813323580
75,第75章 镍及其制...,7734312318
76,第76章 铝及其制...,7796587278
78,第78章 铅及其制...,56581116
79,第79章 锌及其制...,657343270
80,第80章 锡及其制...,559772041
81,第81章 其他贱金...,2115214474
82,第82章 贱金属工...,1539566378
83,第83章 贱金属杂...,1112979193
84,第84章 核反应堆...,121378742217
85,第85章 电机、电...,334539809049
86,第86章 铁道及电...,352660068
87,第87章 车辆及其...,45058805328
88,第88章 航空器、...,4602766640
89,第89章 船舶及浮...,152363067
90,第90章 光学、照...,46909878043
91,第91章 钟表及其...,2769255280
92,第92章 乐器及其...,343186871
93,第93章 武器、弹...,8972065
94,第94章 家具；寝...,1544204126
95,第95章 玩具、游...,1580212039
96,第96章 杂项制品,786536182
97,第97章 艺术品、...,756087950
98,第98章 特殊交易...,5505846933
