Commodity code,Commodity,Renminbi Yuan
1,Live animals,219732484.0
2,Meat and edible meat offal,3587086205.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3042528826.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1823603337.0
5,"roducts of animal origin,not elsewhere specified or included",256873236.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",105093311.0
7,Edible vegetables and certain roots and tubers,1479895263.0
8,Edible fruit and nuts; peel of citrus fruit or melons,2574307598.0
9,"Coffee, tea, maté and spices",254952644.0
10,Cereals,6820440118.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,475071484.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",26547606021.0
13,"Lac; gums, resins and other vegetable saps and extracts",105156454.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,91489008.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,5975264364.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",144160143.0
17,Sugars and sugar confectionery,1243123818.0
18,Cocoa and cocoa preparations,396436643.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1767938485.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",506478750.0
21,Miscellaneous edible preparations,949787217.0
22,"Beverages, spirits and vinegar",2738435244.0
23,Residues and waste from the food industries; prepared animal fodder,4011276137.0
24,Tobacco and manufactured tobacco substitutes,350996959.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",3596448663.0
26,"Ores, slag and ash",50703370891.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",122724401324.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",5368260448.0
29,Organic chemicals,26947872561.0
30,Pharmaceutical products,10841646449.0
31,Fertilisers,2267695924.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2332297212.0
33,Essential oils and resinoids; perfumery,2446883677.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2047214928.0
35,Albuminoidal substances; modified starches;,1635757963.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,78490588.0
37,Photographic or cinematographic goods,1210269183.0
38,Miscellaneous chemical products,7992413548.0
39,Plastics and articles thereof,35896710638.0
40,Rubber and articles thereof,7623729211.0
41,Raw hides and skins (other than furskins) and leather,4014892067.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",1240664110.0
43,Furskins and artificial fur; manufactures thereof,1753732627.0
44,Wood and articles of wood; wood charcoal,10409442634.0
45,Cork and articles of cork,22582424.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",6385903.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,9779413662.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2258082595.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",877891467.0
50,ilk,27192628.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2514276002.0
52,Cotton,5530658365.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,434184621.0
54,Man-made filaments; strip and the like of man-made textile materials,1698809604.0
55,Man-made staple fibres,1475481209.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",631339009.0
57,Carpets and other textile floor coverings,73939270.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,311191969.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",933496497.0
60,Knitted or crocheted fabrics,1035358086.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",1476126037.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",2534545144.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,245265079.0
64,"Footwear, gaiters and the like; parts of such articles",1713080291.0
65,Headgear and parts thereof,35529939.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",9317227.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,167628803.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",784793404.0
69,Geramic products,375430582.0
70,Glass and glassware,3517925168.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",44365229283.0
72,Iron and steel,10084735790.0
73,Articles of iron or steel,5397279907.0
74,Copper and articles thereof,18991530267.0
75,Nickel and articles thereof,4448665634.0
76,Aluminium and articles thereof,4037364397.0
78,Lead and articles thereof,18099441.0
79,Zinc and articles thereof,653649911.0
80,Tin and articles thereof,176110166.0
81,Other base metals; cermets; articles thereof,943671109.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1886079935.0
83,Miscellaneous articles of base metal,959764523.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",88205256416.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",219486191622.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",737385533.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",38220855894.0
88,"Aircraft, spacecraft, and parts thereof",18739058897.0
89,"Ships, boats and floating structures",308470653.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",53250970096.0
91,Clocks and watches and parts thereof,2135639076.0
92,Musical instruments; parts and accessories of such articles,212216434.0
93,Arms and ammunition; parts and accessories thereof,4969106.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",1572664881.0
95,"Toys, games and sports requisites;parts and accessories thereof",990847193.0
96,Miscellaneous manufactured articles,1173733981.0
97,"Works of art, collectors' pieces and antiques",121325970.0
98,Commodities not classified accroding to kind,3341535315.0
