Commodity code,Commodity,Renminbi Yuan
1,Live animals,136141270.0
2,Meat and edible meat offal,3240515610.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2810512848.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1484197682.0
5,"roducts of animal origin,not elsewhere specified or included",273938930.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",102727003.0
7,Edible vegetables and certain roots and tubers,1496523517.0
8,Edible fruit and nuts; peel of citrus fruit or melons,3370876220.0
9,"Coffee, tea, maté and spices",202228723.0
10,Cereals,6634726875.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,465414799.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",24199996479.0
13,"Lac; gums, resins and other vegetable saps and extracts",136905828.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,104825574.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,4861807125.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",141638178.0
17,Sugars and sugar confectionery,731252069.0
18,Cocoa and cocoa preparations,351550690.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1817045437.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",509282833.0
21,Miscellaneous edible preparations,880531627.0
22,"Beverages, spirits and vinegar",2541676734.0
23,Residues and waste from the food industries; prepared animal fodder,2859490033.0
24,Tobacco and manufactured tobacco substitutes,341586620.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2687550179.0
26,"Ores, slag and ash",46530182079.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",118917792934.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",4685825710.0
29,Organic chemicals,26374683611.0
30,Pharmaceutical products,10739649759.0
31,Fertilisers,1455852038.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2250727245.0
33,Essential oils and resinoids; perfumery,2282469651.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2007765394.0
35,Albuminoidal substances; modified starches;,1571398413.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,75109881.0
37,Photographic or cinematographic goods,1103241211.0
38,Miscellaneous chemical products,7826070858.0
39,Plastics and articles thereof,34283438144.0
40,Rubber and articles thereof,8655859839.0
41,Raw hides and skins (other than furskins) and leather,4143020216.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",1040154403.0
43,Furskins and artificial fur; manufactures thereof,1089888606.0
44,Wood and articles of wood; wood charcoal,10092159292.0
45,Cork and articles of cork,15729504.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",7702840.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,9502380820.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2220302146.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",716078276.0
50,ilk,24962902.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2489919575.0
52,Cotton,5770976887.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,432435101.0
54,Man-made filaments; strip and the like of man-made textile materials,1740648187.0
55,Man-made staple fibres,1495911369.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",623308393.0
57,Carpets and other textile floor coverings,76480915.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,325968190.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",933435352.0
60,Knitted or crocheted fabrics,1019990288.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",1183762046.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",1770051062.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,239408874.0
64,"Footwear, gaiters and the like; parts of such articles",1498457841.0
65,Headgear and parts thereof,31223653.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",6632832.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,171391281.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",839857386.0
69,Geramic products,396150305.0
70,Glass and glassware,3297346045.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",39399046212.0
72,Iron and steel,9985071827.0
73,Articles of iron or steel,4940883574.0
74,Copper and articles thereof,18921758559.0
75,Nickel and articles thereof,4052123510.0
76,Aluminium and articles thereof,3506361312.0
78,Lead and articles thereof,38557541.0
79,Zinc and articles thereof,442322312.0
80,Tin and articles thereof,213867047.0
81,Other base metals; cermets; articles thereof,1071218570.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1904156722.0
83,Miscellaneous articles of base metal,892419656.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",80822933234.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",213430557056.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",779990716.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",39335032170.0
88,"Aircraft, spacecraft, and parts thereof",16046194783.0
89,"Ships, boats and floating structures",1072038408.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",53555358770.0
91,Clocks and watches and parts thereof,1937108477.0
92,Musical instruments; parts and accessories of such articles,178245379.0
93,Arms and ammunition; parts and accessories thereof,1079949.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",1587767921.0
95,"Toys, games and sports requisites;parts and accessories thereof",834814217.0
96,Miscellaneous manufactured articles,1086400368.0
97,"Works of art, collectors' pieces and antiques",81880237.0
98,Commodities not classified accroding to kind,3422001225.0
