商品编码,商品名称,人民币
1,第1章 活动物,93279396
2,第2章 肉及食用...,12790138831
3,第3章 鱼、甲壳...,10806773924
4,第4章 乳品；蛋...,3499707329
5,第5章 其他动物...,663494504
6,第6章 活树及其...,183099348
7,第7章 食用蔬菜...,911964134
8,第8章 食用水果...,12816928281
9,第9章 咖啡、茶...,951128100
10,第10章 谷物,5195341396
11,第11章 制粉工业...,1399825719
12,第12章 含油子仁...,46423039688
13,第13章 虫胶；树...,203721116
14,第14章 编结用植...,105656096
15,动、植物或微生物油、...,8191860897
16,第16章 肉、鱼、...,395282741
17,第17章 糖及糖食,2854306516
18,第18章 可可及可...,970674942
19,第19章 谷物、粮...,3842339076
20,第20章 蔬菜、水...,1275182084
21,第21章 杂项食品,4526285183
22,第22章 饮料、酒...,3372317264
23,第23章 食品工业...,5122572246
24,第24章 烟草、烟...,438636896
25,第25章 盐；硫磺...,6383642506
26,第26章 矿砂、矿...,146127111292
27,第27章 矿物燃料...,296862514296
28,第28章 无机化学...,11470106521
29,第29章 有机化学...,30670850352
30,第30章 药品,23799507077
31,第31章 肥料,2777861750
32,第32章 鞣料浸膏...,3038828002
33,第33章 精油及香...,9797668009
34,第34章 肥皂、有...,3720337621
35,第35章 蛋白类物...,2897403572
36,第36章 炸药；烟...,122324491
37,第37章 照相及电...,2334123981
38,第38章 杂项化学...,15660189994
39,第39章 塑料及其...,35699357045
40,第40章 橡胶及其...,10712909504
41,第41章 生皮（毛...,1622371847
42,第42章 皮革制品...,2774530071
43,第43章 毛皮、人...,444035707
44,第44章 木及木制...,10542103944
45,第45章 软木及软...,12497392
46,第46章 稻草、秸...,6819104
47,第47章 木浆及其...,13480356486
48,第48章 纸及纸板...,3707697714
49,第49章 书籍、报...,1232114396
50,第50章 蚕丝,45104526
51,第51章 羊毛、动...,1213362077
52,第52章 棉花,3665726179
53,第53章 其他植物...,1112543123
54,第54章 化学纤维...,1183332613
55,第55章 化学纤维...,910222644
56,第56章 絮胎、毡...,692576558
57,第57章 地毯及纺...,58071922
58,第58章 特种机织...,156312437
59,第59章 浸渍、涂...,743971954
60,第60章 针织物及...,397096968
61,第61章 针织或钩...,2090994744
62,第62章 非针织或...,4057495997
63,第63章 其他纺织...,178742907
64,第64章 鞋靴、护...,3711689620
65,第65章 帽类及其...,141746051
66,第66章 雨伞、阳...,4794767
67,第67章 已加工羽...,743583315
68,第68章 石料、石...,1088096050
69,第69章 陶瓷产品,817065273
70,第70章 玻璃及其...,3736675613
71,第71章 天然或养...,63564687149
72,第72章 钢铁,18509269991
73,第73章 钢铁制品,5532499275
74,第74章 铜及其制...,42035345463
75,第75章 镍及其制...,6233712999
76,第76章 铝及其制...,7962148890
78,第78章 铅及其制...,633384945
79,第79章 锌及其制...,1216250528
80,第80章 锡及其制...,536711608
81,第81章 其他贱金...,2928435977
82,第82章 贱金属工...,1521619453
83,第83章 贱金属杂...,1030167321
84,第84章 核反应堆...,151719591972
85,第85章 电机、电...,387823433738
86,第86章 铁道及电...,598113844
87,第87章 车辆及其...,37169748323
88,第88章 航空器、...,6473105662
89,第89章 船舶及浮...,49127603
90,第90章 光学、照...,46270424205
91,第91章 钟表及其...,2209135329
92,第92章 乐器及其...,204470431
93,第93章 武器、弹...,3160087
94,第94章 家具；寝...,1245721622
95,第95章 玩具、游...,1486394205
96,第96章 杂项制品,686234838
97,第97章 艺术品、...,373671589
98,第98章 特殊交易...,4303138414
