Commodity code,Commodity,Renminbi Yuan
1,Live animals,67073885.0
2,Meat and edible meat offal,3438059526.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2786130626.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1647888016.0
5,"roducts of animal origin,not elsewhere specified or included",213522333.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",55814547.0
7,Edible vegetables and certain roots and tubers,995244296.0
8,Edible fruit and nuts; peel of citrus fruit or melons,2661305541.0
9,"Coffee, tea, maté and spices",202089971.0
10,Cereals,2062655163.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,338548892.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",13482237370.0
13,"Lac; gums, resins and other vegetable saps and extracts",70696416.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,92369729.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,2823949485.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",63469882.0
17,Sugars and sugar confectionery,356346025.0
18,Cocoa and cocoa preparations,215522932.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1436577866.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",269773666.0
21,Miscellaneous edible preparations,713194783.0
22,"Beverages, spirits and vinegar",1541052915.0
23,Residues and waste from the food industries; prepared animal fodder,715311181.0
24,Tobacco and manufactured tobacco substitutes,584187613.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2471478410.0
26,"Ores, slag and ash",38550049310.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",77103360389.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",3176019066.0
29,Organic chemicals,17996648635.0
30,Pharmaceutical products,7176704442.0
31,Fertilisers,1378759306.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,1604815006.0
33,Essential oils and resinoids; perfumery,2036393603.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",1458484246.0
35,Albuminoidal substances; modified starches;,1232760840.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,94453638.0
37,Photographic or cinematographic goods,979204132.0
38,Miscellaneous chemical products,5756562173.0
39,Plastics and articles thereof,23714142807.0
40,Rubber and articles thereof,4673315475.0
41,Raw hides and skins (other than furskins) and leather,2231013578.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",967685991.0
43,Furskins and artificial fur; manufactures thereof,102308905.0
44,Wood and articles of wood; wood charcoal,7001541161.0
45,Cork and articles of cork,18748543.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",4029028.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,8004964616.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1516298065.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",687394812.0
50,ilk,22075251.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",989906219.0
52,Cotton,2916934327.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,288585725.0
54,Man-made filaments; strip and the like of man-made textile materials,1061289222.0
55,Man-made staple fibres,891605870.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",435262850.0
57,Carpets and other textile floor coverings,56364934.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,197451079.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",721627712.0
60,Knitted or crocheted fabrics,545019495.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",1094803371.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",1440513514.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,191563635.0
64,"Footwear, gaiters and the like; parts of such articles",1484738669.0
65,Headgear and parts thereof,22494027.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",2936089.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,74608061.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",670678322.0
69,Geramic products,294517353.0
70,Glass and glassware,2845618252.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",21049881152.0
72,Iron and steel,6882263571.0
73,Articles of iron or steel,4267451730.0
74,Copper and articles thereof,16225382443.0
75,Nickel and articles thereof,2172847197.0
76,Aluminium and articles thereof,2066223205.0
78,Lead and articles thereof,19661091.0
79,Zinc and articles thereof,603253753.0
80,Tin and articles thereof,108038598.0
81,Other base metals; cermets; articles thereof,754026598.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1312183058.0
83,Miscellaneous articles of base metal,745354411.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",59827297564.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",156534689586.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",418353628.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",25962282701.0
88,"Aircraft, spacecraft, and parts thereof",6799707184.0
89,"Ships, boats and floating structures",1744400587.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",34206716682.0
91,Clocks and watches and parts thereof,1277536053.0
92,Musical instruments; parts and accessories of such articles,120300274.0
93,Arms and ammunition; parts and accessories thereof,1333837.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",1153247457.0
95,"Toys, games and sports requisites;parts and accessories thereof",547935714.0
96,Miscellaneous manufactured articles,990949378.0
97,"Works of art, collectors' pieces and antiques",18545837.0
98,Commodities not classified accroding to kind,3609455574.0
