Commodity code,Commodity,Renminbi Yuan
1,,227655753.0
2,,5981610842.0
3,,4942117053.0
4,,2826678962.0
5,,384272596.0
6,,188672236.0
7,,1438407531.0
8,,3383359896.0
9,,238980223.0
10,,2937262386.0
11,,621171478.0
12,,26340325015.0
13,,152529117.0
14,,104404349.0
15,,5630239103.0
16,,126821965.0
17,,667363296.0
18,,523008088.0
19,,4069185927.0
20,,750988816.0
21,,1530472586.0
22,,3527184932.0
23,,1315770473.0
24,,653783874.0
25,,4221283076.0
26,,75727019027.0
27,,157525967644.0
28,,7165218223.0
29,,34542881221.0
30,,15417192468.0
31,,1336826498.0
32,,2780521810.0
33,,5643793884.0
34,,2854787093.0
35,,2174398060.0
36,,104739470.0
37,,1433539587.0
38,,9336330839.0
39,,41967524943.0
40,,10803045305.0
41,,3067566108.0
42,,1649735909.0
43,,350724821.0
44,,14524274313.0
45,,25175556.0
46,,11047562.0
47,,12605624012.0
48,,3708933304.0
49,,1341667145.0
50,,36762959.0
51,,2436344627.0
52,,5090308346.0
53,,433631880.0
54,,1929672909.0
55,,1511084675.0
56,,827450825.0
57,,86612794.0
58,,297364600.0
59,,1054771080.0
60,,958691562.0
61,,1793028566.0
62,,2491253123.0
63,,305274412.0
64,,2307231681.0
65,,62891230.0
66,,6157735.0
67,,117273046.0
68,,1018574731.0
69,,646072281.0
70,,4476482066.0
71,,42471851374.0
72,,12891765384.0
73,,6188667137.0
74,,29034964269.0
75,,3508976806.0
76,,4173630149.0
78,,120815880.0
79,,2924469363.0
80,,91748722.0
81,,2096374808.0
82,,2258429441.0
83,,1161432036.0
84,,104750399238.0
85,,312357489659.0
86,,438720184.0
87,,50724475817.0
88,,13256207348.0
89,,672438009.0
90,,58460970288.0
91,,2219944619.0
92,,251711244.0
93,,3767887.0
94,,2438512495.0
95,,1266017706.0
96,,1512006955.0
97,,76284237.0
98,,10087044491.0
