Commodity code,Commodity,Renminbi Yuan
1,Live animals,461679366.0
2,Meat and edible meat offal,5008774430.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3945658954.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1723393046.0
5,"roducts of animal origin,not elsewhere specified or included",259038090.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",93901346.0
7,Edible vegetables and certain roots and tubers,1186101233.0
8,Edible fruit and nuts; peel of citrus fruit or melons,2853857074.0
9,"Coffee, tea, maté and spices",268522582.0
10,Cereals,3915475031.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,656599059.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",25106386368.0
13,"Lac; gums, resins and other vegetable saps and extracts",115328761.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,116488843.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,5049561616.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",102363070.0
17,Sugars and sugar confectionery,1310414543.0
18,Cocoa and cocoa preparations,591794808.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3256444568.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",547938371.0
21,Miscellaneous edible preparations,1636122583.0
22,"Beverages, spirits and vinegar",3066282108.0
23,Residues and waste from the food industries; prepared animal fodder,2275814755.0
24,Tobacco and manufactured tobacco substitutes,1147191394.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2862739210.0
26,"Ores, slag and ash",50899402100.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",104822506911.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",5561224122.0
29,Organic chemicals,23765816279.0
30,Pharmaceutical products,13368098494.0
31,Fertilisers,3065655590.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2278179635.0
33,Essential oils and resinoids; perfumery,3083289777.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2144543964.0
35,Albuminoidal substances; modified starches;,1936604541.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,106461006.0
37,Photographic or cinematographic goods,1376197241.0
38,Miscellaneous chemical products,8556609137.0
39,Plastics and articles thereof,35828619749.0
40,Rubber and articles thereof,8386340433.0
41,Raw hides and skins (other than furskins) and leather,3764001616.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",1307667884.0
43,Furskins and artificial fur; manufactures thereof,169351999.0
44,Wood and articles of wood; wood charcoal,10284859148.0
45,Cork and articles of cork,24005173.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",7037348.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10070606345.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2241594197.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1600313152.0
50,ilk,59319125.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1304951567.0
52,Cotton,5817129830.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,494803124.0
54,Man-made filaments; strip and the like of man-made textile materials,1795054751.0
55,Man-made staple fibres,1357016622.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",641616203.0
57,Carpets and other textile floor coverings,71649577.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,362887836.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1013950951.0
60,Knitted or crocheted fabrics,1088852608.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",1373933711.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",2321468238.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,270263867.0
64,"Footwear, gaiters and the like; parts of such articles",1811170678.0
65,Headgear and parts thereof,32994451.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",9260119.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,123215489.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",831217587.0
69,Geramic products,385479050.0
70,Glass and glassware,4139136582.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",93200736457.0
72,Iron and steel,8921558487.0
73,Articles of iron or steel,5929318057.0
74,Copper and articles thereof,22542055536.0
