商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,美元
1,第1章 活动物,116,日本,1135074
1,第1章 活动物,132,新加坡,11736
1,第1章 活动物,136,泰国,719000
1,第1章 活动物,202,安哥拉,729707
1,第1章 活动物,502,美国,293250
2,第2章 肉及食用...,136,泰国,41124454
2,第2章 肉及食用...,149,乌兹别克斯坦,145082
2,第2章 肉及食用...,303,英国,16713825
2,第2章 肉及食用...,344,俄罗斯,50804763
2,第2章 肉及食用...,502,美国,187970547
2,第2章 肉及食用...,601,澳大利亚,179921304
3,第3章 鱼、甲壳...,110,中国香港,4420968
3,第3章 鱼、甲壳...,111,印度,51265173
3,第3章 鱼、甲壳...,112,印度尼西亚,63854389
3,第3章 鱼、甲壳...,113,伊朗,8758960
3,第3章 鱼、甲壳...,116,日本,58014
3,第3章 鱼、甲壳...,122,马来西亚,13836839
3,第3章 鱼、甲壳...,126,阿曼,794006
3,第3章 鱼、甲壳...,132,新加坡,1498108
3,第3章 鱼、甲壳...,133,韩国,8955590
3,第3章 鱼、甲壳...,136,泰国,22850825
3,第3章 鱼、甲壳...,141,越南,105108329
3,第3章 鱼、甲壳...,142,中国,301310
3,第3章 鱼、甲壳...,143,中国台湾,6099690
3,第3章 鱼、甲壳...,145,哈萨克斯坦,105230
3,第3章 鱼、甲壳...,212,科摩罗,7899
3,第3章 鱼、甲壳...,230,毛里塔尼亚,1891707
3,第3章 鱼、甲壳...,234,纳米比亚,564906
3,第3章 鱼、甲壳...,240,塞内加尔,667128
3,第3章 鱼、甲壳...,303,英国,16577356
3,第3章 鱼、甲壳...,304,德国,1473138
3,第3章 鱼、甲壳...,324,马耳他,807527
3,第3章 鱼、甲壳...,344,俄罗斯,185210198
3,第3章 鱼、甲壳...,401,安提瓜和巴布达,373500
3,第3章 鱼、甲壳...,424,圭亚那,96858
3,第3章 鱼、甲壳...,441,苏里南,724607
3,第3章 鱼、甲壳...,502,美国,69367118
3,第3章 鱼、甲壳...,601,澳大利亚,64885648
4,第4章 乳品；蛋...,112,印度尼西亚,33160228
4,第4章 乳品；蛋...,113,伊朗,250
4,第4章 乳品；蛋...,122,马来西亚,15885540
