商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,美元
1,第1章   活动物,302,丹麦,"8,856"
1,第1章   活动物,331,瑞士,967
2,第2章   肉及食用杂碎,302,丹麦,"28,596,016"
2,第2章   肉及食用杂碎,311,葡萄牙,"884,292"
2,第2章   肉及食用杂碎,331,瑞士,"1,017,165"
2,第2章   肉及食用杂碎,347,乌克兰,"1,897,348"
2,第2章   肉及食用杂碎,402,阿根廷,"193,213,255"
2,第2章   肉及食用杂碎,412,智利,"35,889,048"
2,第2章   肉及食用杂碎,413,哥伦比亚,"19,532,146"
2,第2章   肉及食用杂碎,432,巴拿马,"271,700"
2,第2章   肉及食用杂碎,609,新西兰,"138,083,846"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,103,孟加拉国,"6,997,086"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,105,文莱,"187,295"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,106,缅甸,"20,869,611"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,107,柬埔寨,"153,119"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,131,沙特阿拉伯,"12,238,512"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,134,斯里兰卡,"574,789"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,247,坦桑尼亚,"3,473,346"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,302,丹麦,"2,716,169"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,311,葡萄牙,"2,408,792"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,322,冰岛,"9,587,081"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,334,爱沙尼亚,"1,001,239"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,335,拉脱维亚,"279,753"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,402,阿根廷,"9,080,951"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,412,智利,"60,182,989"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,413,哥伦比亚,"64,866"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,419,厄瓜多尔,"274,299,631"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,432,巴拿马,"5,687"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,434,秘鲁,"2,210,767"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,445,委内瑞拉,"1,711,433"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,609,新西兰,"32,276,767"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,611,巴布亚新几内亚,"1,553,954"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,146,吉尔吉斯斯坦,"492,030"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,302,丹麦,"4,678,102"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,311,葡萄牙,50
