商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,美元
1,第1章 活动物,116,日本,52403
1,第1章 活动物,502,美国,1894230
1,第1章 活动物,601,澳大利亚,17792375
2,第2章 肉及食用...,136,泰国,29930739
2,第2章 肉及食用...,234,纳米比亚,97136
2,第2章 肉及食用...,303,英国,32095013
2,第2章 肉及食用...,344,俄罗斯联邦,31779604
2,第2章 肉及食用...,358,塞尔维亚,424563
2,第2章 肉及食用...,502,美国,380075255
2,第2章 肉及食用...,601,澳大利亚,140705709
3,第3章 鱼、甲壳...,111,印度,114023628
3,第3章 鱼、甲壳...,112,印度尼西亚,48935278
3,第3章 鱼、甲壳...,113,伊朗,1655984
3,第3章 鱼、甲壳...,116,日本,56790046
3,第3章 鱼、甲壳...,122,马来西亚,18769675
3,第3章 鱼、甲壳...,132,新加坡,1426960
3,第3章 鱼、甲壳...,133,韩国,16362029
3,第3章 鱼、甲壳...,136,泰国,31712482
3,第3章 鱼、甲壳...,141,越南,49928106
3,第3章 鱼、甲壳...,142,中国,27472
3,第3章 鱼、甲壳...,143,中国台湾,29482410
3,第3章 鱼、甲壳...,230,毛里塔尼亚,2913862
3,第3章 鱼、甲壳...,234,纳米比亚,102174
3,第3章 鱼、甲壳...,240,塞内加尔,1546450
3,第3章 鱼、甲壳...,303,英国,10693767
3,第3章 鱼、甲壳...,304,德国,4148975
3,第3章 鱼、甲壳...,344,俄罗斯联邦,144500768
3,第3章 鱼、甲壳...,401,安提瓜和巴布达,237924
3,第3章 鱼、甲壳...,424,圭亚那,411784
3,第3章 鱼、甲壳...,441,苏里南,215942
3,第3章 鱼、甲壳...,502,美国,91710826
3,第3章 鱼、甲壳...,601,澳大利亚,26598801
4,第4章 乳品；蛋...,112,印度尼西亚,17539101
4,第4章 乳品；蛋...,116,日本,5719
4,第4章 乳品；蛋...,122,马来西亚,11825842
4,第4章 乳品；蛋...,132,新加坡,1408133
4,第4章 乳品；蛋...,133,韩国,2145131
4,第4章 乳品；蛋...,136,泰国,900342
4,第4章 乳品；蛋...,141,越南,249541
4,第4章 乳品；蛋...,142,中国,1500
4,第4章 乳品；蛋...,143,中国台湾,737231
4,第4章 乳品；蛋...,303,英国,11611244
4,第4章 乳品；蛋...,304,德国,62073493
4,第4章 乳品；蛋...,344,俄罗斯联邦,453600
4,第4章 乳品；蛋...,358,塞尔维亚,154858
4,第4章 乳品；蛋...,502,美国,50230311
4,第4章 乳品；蛋...,601,澳大利亚,62752886
5,第5章 其他动物...,111,印度,64660
5,第5章 其他动物...,112,印度尼西亚,843869
5,第5章 其他动物...,116,日本,422275
5,第5章 其他动物...,122,马来西亚,308244
5,第5章 其他动物...,133,韩国,241623
5,第5章 其他动物...,136,泰国,2548703
5,第5章 其他动物...,141,越南,3289950
5,第5章 其他动物...,142,中国,13921
5,第5章 其他动物...,143,中国台湾,4055573
5,第5章 其他动物...,149,乌兹别克斯坦,740318
5,第5章 其他动物...,206,喀麦隆,3141
5,第5章 其他动物...,240,塞内加尔,49795
5,第5章 其他动物...,249,突尼斯,21410
5,第5章 其他动物...,303,英国,278778
5,第5章 其他动物...,304,德国,463370
5,第5章 其他动物...,344,俄罗斯联邦,1782874
5,第5章 其他动物...,502,美国,22704475
5,第5章 其他动物...,601,澳大利亚,4406824
6,第6章 活树及其...,111,印度,36950
6,第6章 活树及其...,112,印度尼西亚,16835
6,第6章 活树及其...,113,伊朗,165240
6,第6章 活树及其...,116,日本,615865
6,第6章 活树及其...,122,马来西亚,12174
6,第6章 活树及其...,133,韩国,49000
6,第6章 活树及其...,136,泰国,928953
6,第6章 活树及其...,141,越南,247101
6,第6章 活树及其...,142,中国,92
6,第6章 活树及其...,143,中国台湾,41358
6,第6章 活树及其...,217,埃塞俄比亚,19349
6,第6章 活树及其...,223,科特迪瓦,105
6,第6章 活树及其...,304,德国,5607
6,第6章 活树及其...,441,苏里南,37
6,第6章 活树及其...,502,美国,605158
6,第6章 活树及其...,601,澳大利亚,100356
7,第7章 食用蔬菜...,110,中国香港,7405
7,第7章 食用蔬菜...,111,印度,7145726
7,第7章 食用蔬菜...,112,印度尼西亚,554643
7,第7章 食用蔬菜...,133,韩国,26504
7,第7章 食用蔬菜...,136,泰国,130521827
7,第7章 食用蔬菜...,141,越南,5384011
7,第7章 食用蔬菜...,142,中国,47715
7,第7章 食用蔬菜...,143,中国台湾,132400
7,第7章 食用蔬菜...,149,乌兹别克斯坦,1544186
7,第7章 食用蔬菜...,217,埃塞俄比亚,679233
7,第7章 食用蔬菜...,303,英国,674779
7,第7章 食用蔬菜...,304,德国,8442
7,第7章 食用蔬菜...,502,美国,1718453
7,第7章 食用蔬菜...,601,澳大利亚,13694431
8,第8章 食用水果...,110,中国香港,5258
8,第8章 食用水果...,112,印度尼西亚,15338359
8,第8章 食用水果...,113,伊朗,15354946
8,第8章 食用水果...,119,老挝,3278488
8,第8章 食用水果...,122,马来西亚,26541139
8,第8章 食用水果...,133,韩国,95223
8,第8章 食用水果...,136,泰国,1026175739
8,第8章 食用水果...,141,越南,60622289
8,第8章 食用水果...,142,中国,1099
8,第8章 食用水果...,143,中国台湾,1824797
8,第8章 食用水果...,149,乌兹别克斯坦,206014
8,第8章 食用水果...,223,科特迪瓦,269327
8,第8章 食用水果...,304,德国,23015
8,第8章 食用水果...,344,俄罗斯联邦,889031
8,第8章 食用水果...,358,塞尔维亚,142982
8,第8章 食用水果...,502,美国,37363739
8,第8章 食用水果...,601,澳大利亚,60884672
9,第9章 咖啡、茶...,110,中国香港,40681
9,第9章 咖啡、茶...,111,印度,39918690
9,第9章 咖啡、茶...,112,印度尼西亚,18023931
9,第9章 咖啡、茶...,113,伊朗,1206251
9,第9章 咖啡、茶...,116,日本,2825309
9,第9章 咖啡、茶...,119,老挝,120111
9,第9章 咖啡、茶...,122,马来西亚,6247803
9,第9章 咖啡、茶...,125,尼泊尔联邦民主共和国,6839
9,第9章 咖啡、茶...,132,新加坡,363939
9,第9章 咖啡、茶...,133,韩国,325461
9,第9章 咖啡、茶...,135,叙利亚,1916
9,第9章 咖啡、茶...,136,泰国,317154
9,第9章 咖啡、茶...,141,越南,7635557
9,第9章 咖啡、茶...,142,中国,95847
9,第9章 咖啡、茶...,143,中国台湾,2856675
9,第9章 咖啡、茶...,149,乌兹别克斯坦,20286
9,第9章 咖啡、茶...,205,布隆迪,409164
9,第9章 咖啡、茶...,217,埃塞俄比亚,9073094
9,第9章 咖啡、茶...,303,英国,238982
9,第9章 咖啡、茶...,304,德国,332444
9,第9章 咖啡、茶...,337,格鲁吉亚,398775
9,第9章 咖啡、茶...,344,俄罗斯联邦,110048
9,第9章 咖啡、茶...,358,塞尔维亚,7769
9,第9章 咖啡、茶...,440,萨尔瓦多,213186
9,第9章 咖啡、茶...,502,美国,939869
9,第9章 咖啡、茶...,601,澳大利亚,94652
10,第10章 谷物,111,印度,53785806
10,第10章 谷物,116,日本,95
10,第10章 谷物,119,老挝,296408
10,第10章 谷物,136,泰国,23138904
10,第10章 谷物,141,越南,30891317
10,第10章 谷物,143,中国台湾,1567012
10,第10章 谷物,145,哈萨克斯坦,2210600
10,第10章 谷物,304,德国,86
10,第10章 谷物,344,俄罗斯联邦,1524515
10,第10章 谷物,502,美国,1074173825
10,第10章 谷物,601,澳大利亚,106321950
11,第11章 制粉工业...,111,印度,3948
11,第11章 制粉工业...,112,印度尼西亚,10508445
11,第11章 制粉工业...,116,日本,1062937
11,第11章 制粉工业...,119,老挝,4316067
11,第11章 制粉工业...,122,马来西亚,183480
11,第11章 制粉工业...,133,韩国,354715
11,第11章 制粉工业...,136,泰国,85863147
11,第11章 制粉工业...,141,越南,24246677
11,第11章 制粉工业...,143,中国台湾,14258
11,第11章 制粉工业...,303,英国,225248
11,第11章 制粉工业...,304,德国,1524391
11,第11章 制粉工业...,344,俄罗斯联邦,376455
11,第11章 制粉工业...,502,美国,734102
11,第11章 制粉工业...,601,澳大利亚,1550893
11,第11章 制粉工业...,701,国(地)别不详,31
12,第12章 含油子仁...,110,中国香港,2206
12,第12章 含油子仁...,111,印度,6210588
12,第12章 含油子仁...,112,印度尼西亚,16409837
12,第12章 含油子仁...,116,日本,5872813
12,第12章 含油子仁...,119,老挝,45701
12,第12章 含油子仁...,122,马来西亚,348521
12,第12章 含油子仁...,125,尼泊尔联邦民主共和国,363
12,第12章 含油子仁...,132,新加坡,42852
12,第12章 含油子仁...,133,韩国,4509864
12,第12章 含油子仁...,136,泰国,3700285
12,第12章 含油子仁...,141,越南,1136900
12,第12章 含油子仁...,142,中国,67393
12,第12章 含油子仁...,143,中国台湾,133540
12,第12章 含油子仁...,145,哈萨克斯坦,5018548
12,第12章 含油子仁...,149,乌兹别克斯坦,214072
12,第12章 含油子仁...,206,喀麦隆,181715
12,第12章 含油子仁...,217,埃塞俄比亚,15308083
12,第12章 含油子仁...,240,塞内加尔,7583205
12,第12章 含油子仁...,303,英国,36
12,第12章 含油子仁...,304,德国,1634781
12,第12章 含油子仁...,344,俄罗斯联邦,35588991
12,第12章 含油子仁...,358,塞尔维亚,320
12,第12章 含油子仁...,502,美国,83106940
12,第12章 含油子仁...,601,澳大利亚,12692486
12,第12章 含油子仁...,607,新喀里多尼亚,18069
13,第13章 虫胶；树...,110,中国香港,5858
13,第13章 虫胶；树...,111,印度,3228148
13,第13章 虫胶；树...,112,印度尼西亚,4612411
13,第13章 虫胶；树...,113,伊朗,37500
13,第13章 虫胶；树...,116,日本,336878
13,第13章 虫胶；树...,119,老挝,983847
13,第13章 虫胶；树...,122,马来西亚,45
13,第13章 虫胶；树...,132,新加坡,115766
13,第13章 虫胶；树...,133,韩国,989294
13,第13章 虫胶；树...,141,越南,2526618
13,第13章 虫胶；树...,142,中国,21941
13,第13章 虫胶；树...,143,中国台湾,367
13,第13章 虫胶；树...,148,土库曼斯坦,143500
13,第13章 虫胶；树...,217,埃塞俄比亚,390205
13,第13章 虫胶；树...,243,索马里,77250
13,第13章 虫胶；树...,303,英国,233945
13,第13章 虫胶；树...,304,德国,1103679
13,第13章 虫胶；树...,344,俄罗斯联邦,78
13,第13章 虫胶；树...,502,美国,1365299
13,第13章 虫胶；树...,601,澳大利亚,38463
14,第14章 编结用植...,111,印度,5348268
14,第14章 编结用植...,112,印度尼西亚,419241
14,第14章 编结用植...,116,日本,26549
14,第14章 编结用植...,119,老挝,51735
14,第14章 编结用植...,122,马来西亚,788586
14,第14章 编结用植...,133,韩国,6154
14,第14章 编结用植...,136,泰国,342026
14,第14章 编结用植...,141,越南,12698
14,第14章 编结用植...,142,中国,157
14,第14章 编结用植...,143,中国台湾,26186
14,第14章 编结用植...,145,哈萨克斯坦,160482
14,第14章 编结用植...,148,土库曼斯坦,1003977
14,第14章 编结用植...,206,喀麦隆,41845
14,第14章 编结用植...,502,美国,1236934
15,第15章 动、植物...,110,中国香港,151311
15,第15章 动、植物...,111,印度,41704052
15,第15章 动、植物...,112,印度尼西亚,657716380
15,第15章 动、植物...,116,日本,1039043
15,第15章 动、植物...,122,马来西亚,219384998
15,第15章 动、植物...,132,新加坡,1040296
15,第15章 动、植物...,133,韩国,1992226
