商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,美元
1,第1章   活动物,124,蒙古,180144.0
1,第1章   活动物,305,法国,5598076.0
1,第1章   活动物,312,西班牙,1493001.0
1,第1章   活动物,315,奥地利,932.0
2,第2章   肉及食用杂碎,124,蒙古,422208.0
2,第2章   肉及食用杂碎,227,马达加斯加,238597.0
2,第2章   肉及食用杂碎,301,比利时,1717616.0
2,第2章   肉及食用杂碎,305,法国,21990282.0
2,第2章   肉及食用杂碎,306,爱尔兰,7369211.0
2,第2章   肉及食用杂碎,309,荷兰,25478089.0
2,第2章   肉及食用杂碎,312,西班牙,92419878.0
2,第2章   肉及食用杂碎,315,奥地利,966173.0
2,第2章   肉及食用杂碎,318,芬兰,2599726.0
2,第2章   肉及食用杂碎,340,白俄罗斯,8458541.0
2,第2章   肉及食用杂碎,408,玻利维亚,75292396.0
2,第2章   肉及食用杂碎,410,巴西,983294680.0
2,第2章   肉及食用杂碎,415,哥斯达黎加,3084846.0
2,第2章   肉及食用杂碎,431,尼加拉瓜,221360.0
2,第2章   肉及食用杂碎,444,乌拉圭,74706266.0
2,第2章   肉及食用杂碎,501,加拿大,16058953.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,127,巴基斯坦,23086716.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,129,菲律宾,11331450.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,137,土耳其,2015124.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,220,加纳,303631.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,224,肯尼亚,1227136.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,227,马达加斯加,45142.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,233,莫桑比克,1291021.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,244,南非,658141.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,250,乌干达,1238708.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,305,法国,2904697.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,306,爱尔兰,4031103.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,309,荷兰,3626998.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,310,希腊,103617.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,312,西班牙,11924675.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,326,挪威,119260562.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,327,波兰,88224.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,357,法罗群岛,14603372.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,410,巴西,4988861.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,427,牙买加,34564.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,429,墨西哥,19784792.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,431,尼加拉瓜,1575489.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,444,乌拉圭,273769.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,501,加拿大,64934167.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,503,格陵兰,42740230.0
