数据年月,商品编码,商品名称,美元
202603,1,第1章   活动物,35411491.0
202603,2,第2章   肉及食用杂碎,150651006.0
202603,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,721308880.0
202603,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,69873323.0
202603,5,第5章   其他动物产品,155132594.0
202603,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,66342530.0
202603,7,第7章   食用蔬菜、根及块茎,871409386.0
202603,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,725024531.0
202603,9,第9章   咖啡、茶、马黛茶及调味香料,302103207.0
202603,10,第10章  谷物,104818616.0
202603,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,79232500.0
202603,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,353949744.0
202603,13,第13章  虫胶；树胶、树脂及其他植物液、汁,178281241.0
202603,14,第14章  编结用植物材料；其他植物产品,33172655.0
202603,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,511911806.0
202603,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,804929073.0
202603,17,第17章  糖及糖食,249524429.0
202603,18,第18章  可可及可可制品,37754777.0
202603,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,257682716.0
202603,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,727884960.0
202603,21,第21章  杂项食品,613206646.0
202603,22,第22章  饮料、酒及醋,238648674.0
202603,23,第23章  食品工业的残渣及废料；配制的动物饲料,364977854.0
202603,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,701237515.0
202603,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,336101876.0
202603,26,第26章  矿砂、矿渣及矿灰,385602589.0
202603,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,4637790622.0
