数据年月,商品编码,商品名称,美元
201810,1,第1章   活动物,49043328.0
201810,2,第2章   肉及食用杂碎,78846288.0
201810,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1209384388.0
201810,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,44955275.0
201810,5,第5章   其他动物产品,160754108.0
201810,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,28563017.0
201810,7,第7章   食用蔬菜、根及块茎,899234933.0
201810,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,621158329.0
201810,9,第9章   咖啡、茶、马黛茶及调味香料,269225895.0
201810,10,第10章  谷物,80095703.0
201810,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,67579829.0
201810,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,201961851.0
201810,13,第13章  虫胶；树胶、树脂及其他植物液、汁,125451795.0
201810,14,第14章  编结用植物材料；其他植物产品,10175949.0
201810,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,98451270.0
201810,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,877564618.0
201810,17,第17章  糖及糖食,160999361.0
201810,18,第18章  可可及可可制品,39291841.0
201810,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,193354793.0
201810,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,652950417.0
201810,21,第21章  杂项食品,297037865.0
201810,22,第22章  饮料、酒及醋,206262921.0
201810,23,第23章  食品工业的残渣及废料；配制的动物饲料,240514834.0
201810,24,第24章  烟草、烟草及烟草代用品的制品,126903924.0
201810,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,301892829.0
201810,26,第26章  矿砂、矿渣及矿灰,88905857.0
201810,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,3583073838.0
201810,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1806857731.0
201810,29,第29章  有机化学品,4572441068.0
201810,30,第30章  药品,652315203.0
201810,31,第31章  肥料,993548596.0
201810,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,571559021.0
