数据年月,商品编码,商品名称,美元
201807,1,第1章   活动物,59786600.0
201807,2,第2章   肉及食用杂碎,73580190.0
201807,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1135169046.0
201807,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,47837317.0
201807,5,第5章   其他动物产品,243518938.0
201807,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,29075191.0
201807,7,第7章   食用蔬菜、根及块茎,919740891.0
201807,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,378844829.0
201807,9,第9章   咖啡、茶、马黛茶及调味香料,287175583.0
201807,10,第10章  谷物,83743717.0
201807,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,70835592.0
201807,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,178269451.0
201807,13,第13章  虫胶；树胶、树脂及其他植物液、汁,125009205.0
201807,14,第14章  编结用植物材料；其他植物产品,9414322.0
201807,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,85327578.0
201807,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,964391654.0
201807,17,第17章  糖及糖食,153610521.0
201807,18,第18章  可可及可可制品,27686414.0
201807,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,180097890.0
201807,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,696446283.0
201807,21,第21章  杂项食品,324594902.0
201807,22,第22章  饮料、酒及醋,225031928.0
201807,23,第23章  食品工业的残渣及废料；配制的动物饲料,268504372.0
201807,24,第24章  烟草、烟草及烟草代用品的制品,116009114.0
201807,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,293795214.0
201807,26,第26章  矿砂、矿渣及矿灰,123216999.0
201807,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,3783674811.0
201807,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1698680932.0
201807,29,第29章  有机化学品,4774279459.0
201807,30,第30章  药品,780058975.0
201807,31,第31章  肥料,650340342.0
201807,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,652125368.0
201807,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,523958363.0
201807,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,361959044.0
201807,35,第35章  蛋白类物质；改性淀粉；胶；酶,257526899.0
201807,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,76967893.0
201807,37,第37章  照相及电影用品,94778388.0
201807,38,第38章  杂项化学产品,1471170377.0
201807,39,第39章  塑料及其制品,6804200638.0
201807,40,第40章  橡胶及其制品,2031268424.0
201807,41,第41章  生皮（毛皮除外）及皮革,48774264.0
201807,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,2740221292.0
201807,43,第43章  毛皮、人造毛皮及其制品,434844572.0
201807,44,第44章  木及木制品；木炭,1350181191.0
201807,45,第45章  软木及软木制品,2003370.0
201807,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,131899803.0
201807,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,11319431.0
201807,48,第48章  纸及纸板；纸浆、纸或纸板制品,1704212124.0
201807,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,433332221.0
201807,50,第50章  蚕丝,88701195.0
201807,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,207546899.0
201807,52,第52章  棉花,1255362665.0
201807,53,第53章  其他植物纺织纤维；纸纱线及其机织物,74989863.0
201807,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,1718749190.0
201807,55,第55章  化学纤维短纤,1025827539.0
201807,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,502394258.0
201807,57,第57章  地毯及纺织材料的其他铺地制品,257658514.0
201807,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,428883487.0
201807,59,第58章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,677531294.0
201807,60,第60章  针织物及钩编织物,1714637855.0
201807,61,第61章  针织或钩编的服装及衣着附件,7894813817.0
201807,62,第62章  非针织或非钩编的服装及衣着附件,7535596417.0
201807,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,2369485133.0
201807,64,第64章  鞋靴、护腿和类似品及其零件,4633605246.0
201807,65,第65章  帽类及其零件,454225357.0
201807,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,195610310.0
201807,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,659314091.0
201807,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,1094479847.0
201807,69,第69章  陶瓷产品,1900834290.0
201807,70,第70章  玻璃及其制品,1471325736.0
201807,71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,2075618712.0
201807,72,第72章  钢铁,3978108953.0
201807,73,第73章  钢铁制品,5604440293.0
201807,74,第74章  铜及其制品,631370140.0
201807,75,第75章  镍及其制品,33896384.0
201807,76,第76章  铝及其制品,2401694751.0
201807,78,第78章  铅及其制品,5091472.0
201807,79,第79章  锌及其制品,25034888.0
201807,80,第80章  锡及其制品,3811167.0
201807,81,第81章  其他贱金属、金属陶瓷及其制品,315356673.0
201807,82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,1446115473.0
201807,83,第83章  贱金属杂项制品,1601616535.0
201807,84,第84章  核反应堆、锅炉、机器、机械器具及零件,36621962508.0
201807,85,第85章  电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,53129018670.0
201807,86,第86章  铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件；附件；各种机械（包括电动机械）交通信号设备,1190737095.0
201807,87,第87章  车辆及其零件、附件，但铁道及电车道车辆除外,6517622528.0
201807,88,第88章  航空器、航天器及其零件,236435910.0
201807,89,第89章  船舶及浮动结构体,2102490611.0
201807,90,第90章  光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件,6194899406.0
201807,91,第91章  钟表及其零件,461422085.0
201807,92,第92章  乐器及其零件、附件,154416227.0
201807,93,第93章  武器、弹药及其零件、附件,14969784.0
201807,94,第94章  家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光铭牌及类似品；活动房屋,8048004678.0
201807,95,第95章  玩具、游戏品、运动用品及其零件、附件,5665012129.0
201807,96,第96章  杂项制品,1466356664.0
201807,97,第97章  艺术品、收藏品及古物,14518803.0
201807,98,第98章  特殊交易品及未分类商品,382453795.0
