数据年月,商品编码,商品名称,美元
202109,1,第1章   活动物,39100457.0
202109,2,第2章   肉及食用杂碎,86202647.0
202109,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1003732981.0
202109,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,50887971.0
202109,5,第5章   其他动物产品,150067741.0
202109,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,45400329.0
202109,7,第7章   食用蔬菜、根及块茎,878127244.0
202109,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,602526833.0
202109,9,第9章   咖啡、茶、马黛茶及调味香料,374469538.0
202109,10,第10章  谷物,65441315.0
202109,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,56253245.0
202109,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,184298992.0
202109,13,第13章  虫胶；树胶、树脂及其他植物液、汁,187247992.0
202109,14,第14章  编结用植物材料；其他植物产品,17063917.0
202109,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,245238364.0
202109,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,1082695911.0
202109,17,第17章  糖及糖食,170331189.0
202109,18,第18章  可可及可可制品,55417487.0
202109,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,202023861.0
202109,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,724309138.0
202109,21,第21章  杂项食品,503940288.0
202109,22,第22章  饮料、酒及醋,163518435.0
202109,23,第23章  食品工业的残渣及废料；配制的动物饲料,289450558.0
202109,24,第24章  烟草、烟草及烟草代用品的制品,67473500.0
202109,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,334092378.0
202109,26,第26章  矿砂、矿渣及矿灰,391134259.0
202109,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,3330325805.0
202109,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1946928789.0
202109,29,第29章  有机化学品,6877904783.0
202109,30,第30章  药品,3727763713.0
202109,31,第31章  肥料,1347273010.0
202109,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,818888775.0
202109,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,620850712.0
202109,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,508886877.0
202109,35,第35章  蛋白类物质；改性淀粉；胶；酶,364772684.0
202109,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,79004694.0
202109,37,第37章  照相及电影用品,102578902.0
202109,38,第38章  杂项化学产品,2406730922.0
202109,39,第39章  塑料及其制品,10800652313.0
