数据年月,商品编码,商品名称,美元
202101,1,第1章   活动物,4399592.0
202101,2,第2章   肉及食用杂碎,45548060.0
202101,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1009451025.0
202101,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,53630664.0
202101,5,第5章   其他动物产品,153767548.0
202101,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,52763302.0
202101,7,第7章   食用蔬菜、根及块茎,721350374.0
202101,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,701110201.0
202101,9,第9章   咖啡、茶、马黛茶及调味香料,396241943.0
202101,10,第10章  谷物,100302520.0
202101,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,50101402.0
202101,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,329637257.0
202101,13,第13章  虫胶；树胶、树脂及其他植物液、汁,164953669.0
202101,14,第14章  编结用植物材料；其他植物产品,13565216.0
202101,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,138402904.0
202101,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,1008535739.0
202101,17,第17章  糖及糖食,151797401.0
202101,18,第18章  可可及可可制品,36399515.0
202101,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,195473932.0
202101,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,659642701.0
202101,21,第21章  杂项食品,401339639.0
202101,22,第22章  饮料、酒及醋,130745156.0
202101,23,第23章  食品工业的残渣及废料；配制的动物饲料,332467760.0
202101,24,第24章  烟草、烟草及烟草代用品的制品,36012333.0
202101,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,294275099.0
202101,26,第26章  矿砂、矿渣及矿灰,148848263.0
202101,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,2833028799.0
202101,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1512064642.0
202101,29,第29章  有机化学品,5794775528.0
202101,30,第30章  药品,1796714623.0
202101,31,第31章  肥料,402584948.0
