数据年月,商品编码,商品名称,人民币
202009,1,第1章   活动物,403264436.0
202009,2,第2章   肉及食用杂碎,424166729.0
202009,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,6615917194.0
202009,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,325850862.0
202009,5,第5章   其他动物产品,993725514.0
202009,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,282138396.0
202009,7,第7章   食用蔬菜、根及块茎,5564378853.0
202009,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,5512535798.0
202009,9,第9章   咖啡、茶、马黛茶及调味香料,2163988270.0
202009,10,第10章  谷物,481967876.0
202009,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,327748635.0
202009,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1154655984.0
202009,13,第13章  虫胶；树胶、树脂及其他植物液、汁,854820745.0
202009,14,第14章  编结用植物材料；其他植物产品,79606129.0
202009,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,889652945.0
202009,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,6008728445.0
202009,17,第17章  糖及糖食,1016648978.0
202009,18,第18章  可可及可可制品,220376875.0
202009,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1307106127.0
202009,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4284885455.0
202009,21,第21章  杂项食品,2959584115.0
202009,22,第22章  饮料、酒及醋,1093702392.0
202009,23,第23章  食品工业的残渣及废料；配制的动物饲料,1601770931.0
202009,24,第24章  烟草、烟草及烟草代用品的制品,376903819.0
202009,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,1813035982.0
202009,26,第26章  矿砂、矿渣及矿灰,975426344.0
202009,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,14422920989.0
