数据年月,商品编码,商品名称,人民币
202603,1,第1章   活动物,246533102.0
202603,2,第2章   肉及食用杂碎,1046602210.0
202603,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,5010142694.0
202603,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,485299415.0
202603,5,第5章   其他动物产品,1077874998.0
202603,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,460720149.0
202603,7,第7章   食用蔬菜、根及块茎,6050886911.0
202603,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,5030755898.0
202603,9,第9章   咖啡、茶、马黛茶及调味香料,2098001116.0
202603,10,第10章  谷物,727789285.0
202603,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,550542704.0
202603,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,2456380839.0
202603,13,第13章  虫胶；树胶、树脂及其他植物液、汁,1238080109.0
202603,14,第14章  编结用植物材料；其他植物产品,230224017.0
202603,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,3561987098.0
202603,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,5591288788.0
202603,17,第17章  糖及糖食,1732811243.0
202603,18,第18章  可可及可可制品,262102846.0
202603,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1788393239.0
202603,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,5056101705.0
202603,21,第21章  杂项食品,4259917603.0
202603,22,第22章  饮料、酒及醋,1655919829.0
202603,23,第23章  食品工业的残渣及废料；配制的动物饲料,2535015276.0
202603,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,4867126693.0
202603,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2334554711.0
202603,26,第26章  矿砂、矿渣及矿灰,2681781426.0
202603,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,32284103385.0
202603,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,20192596258.0
202603,29,第29章  有机化学品,60194322680.0
202603,30,第30章  药品,8231278881.0
202603,31,第31章  肥料,4575597783.0
202603,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,6780906349.0
202603,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,4710275340.0
202603,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,5444997929.0
202603,35,第35章  蛋白类物质；改性淀粉；胶；酶,3392689686.0
202603,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,574132384.0
202603,37,第37章  照相及电影用品,849461708.0
202603,38,第38章  杂项化学产品,22633558930.0
202603,39,第39章  塑料及其制品,82745860916.0
202603,40,第40章  橡胶及其制品,21161651498.0
202603,41,第41章  生皮（毛皮除外）及皮革,719136322.0
202603,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,12805783676.0
202603,43,第43章  毛皮、人造毛皮及其制品,219866936.0
202603,44,第44章  木及木制品；木炭,7185263430.0
202603,45,第45章  软木及软木制品,27970480.0
202603,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,610888002.0
202603,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,196192921.0
202603,48,第48章  纸及纸板；纸浆、纸或纸板制品,15462810346.0
202603,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,1981083731.0
202603,50,第50章  蚕丝,297865522.0
202603,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,1087154548.0
202603,52,第52章  棉花,5117430702.0
202603,53,第53章  其他植物纺织纤维；纸纱线及其机织物,417499765.0
202603,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,11941316799.0
202603,55,第55章  化学纤维短纤,6085933335.0
202603,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,4448174211.0
202603,57,第57章  地毯及纺织材料的其他铺地制品,1897530379.0
202603,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,2424712186.0
202603,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,4476448327.0
202603,60,第60章  针织物及钩编织物,9119220126.0
202603,61,第61章  针织或钩编的服装及衣着附件,29228943426.0
202603,62,第62章  非针织或非钩编的服装及衣着附件,23774311049.0
202603,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,14717527874.0
202603,64,第64章  鞋靴、护腿和类似品及其零件,15280703462.0
202603,65,第65章  帽类及其零件,2360690037.0
202603,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1604653151.0
202603,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,4388862665.0
