数据年月,商品编码,商品名称,人民币
201807,1,第1章   活动物,383213810.0
201807,2,第2章   肉及食用杂碎,473955379.0
201807,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,7316941461.0
201807,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,308822943.0
201807,5,第5章   其他动物产品,1570250289.0
201807,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,188292257.0
201807,7,第7章   食用蔬菜、根及块茎,5948144604.0
201807,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,2459174594.0
201807,9,第9章   咖啡、茶、马黛茶及调味香料,1853137843.0
201807,10,第10章  谷物,540654230.0
201807,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,456256906.0
201807,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1152416034.0
201807,13,第13章  虫胶；树胶、树脂及其他植物液、汁,807812699.0
201807,14,第14章  编结用植物材料；其他植物产品,60828169.0
201807,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,549509441.0
201807,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,6214205325.0
201807,17,第17章  糖及糖食,990220422.0
201807,18,第18章  可可及可可制品,178577592.0
201807,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1166368187.0
201807,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4491027600.0
201807,21,第21章  杂项食品,2095444420.0
201807,22,第22章  饮料、酒及醋,1454527520.0
201807,23,第23章  食品工业的残渣及废料；配制的动物饲料,1730111699.0
201807,24,第24章  烟草、烟草及烟草代用品的制品,745783896.0
201807,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,1892802394.0
201807,26,第26章  矿砂、矿渣及矿灰,792986543.0
201807,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,24231593668.0
201807,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,10941055366.0
201807,29,第29章  有机化学品,30768445462.0
