数据年月,商品编码,商品名称,人民币
202509,1,第1章   活动物,292548115.0
202509,2,第2章   肉及食用杂碎,1094669509.0
202509,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,6383199301.0
202509,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,623754636.0
202509,5,第5章   其他动物产品,1202486782.0
202509,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,393945232.0
202509,7,第7章   食用蔬菜、根及块茎,6621433339.0
202509,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,4802990598.0
202509,9,第9章   咖啡、茶、马黛茶及调味香料,1991407842.0
202509,10,第10章  谷物,704602779.0
202509,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,765012427.0
202509,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1839872110.0
202509,13,第13章  虫胶；树胶、树脂及其他植物液、汁,1169451394.0
202509,14,第14章  编结用植物材料；其他植物产品,205101957.0
202509,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,2902997797.0
202509,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,6532889358.0
202509,17,第17章  糖及糖食,2023802946.0
202509,18,第18章  可可及可可制品,556491758.0
202509,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,2045293191.0
202509,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,5009284238.0
202509,21,第21章  杂项食品,3985238608.0
202509,22,第22章  饮料、酒及醋,2244632882.0
202509,23,第23章  食品工业的残渣及废料；配制的动物饲料,2076515029.0
202509,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,5200184165.0
202509,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2037000003.0
202509,26,第26章  矿砂、矿渣及矿灰,1647248754.0
202509,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,30579251530.0
202509,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,15511327337.0
202509,29,第29章  有机化学品,50532317620.0
202509,30,第30章  药品,9757279642.0
202509,31,第31章  肥料,13097895852.0
202509,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,5993003857.0
202509,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,5749137176.0
