数据年月,商品编码,商品名称,人民币
201711,1,第1章   活动物,329754289.0
201711,2,第2章   肉及食用杂碎,579057011.0
201711,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,8626763526.0
201711,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,350674854.0
201711,5,第5章   其他动物产品,1281317299.0
201711,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,202007292.0
201711,7,第7章   食用蔬菜、根及块茎,6946241920.0
201711,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,4936210638.0
201711,9,第9章   咖啡、茶、马黛茶及调味香料,1754522505.0
201711,10,第10章  谷物,536899743.0
201711,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,402397630.0
201711,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,2151047448.0
201711,13,第13章  虫胶；树胶、树脂及其他植物液、汁,742714418.0
201711,14,第14章  编结用植物材料；其他植物产品,69890279.0
201711,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,522515771.0
201711,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,6042452973.0
201711,17,第17章  糖及糖食,1106228957.0
201711,18,第18章  可可及可可制品,356509334.0
201711,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1030846814.0
201711,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4897613881.0
201711,21,第21章  杂项食品,1960809495.0
201711,22,第22章  饮料、酒及醋,3262012337.0
201711,23,第23章  食品工业的残渣及废料；配制的动物饲料,1535301774.0
201711,24,第24章  烟草、烟草及烟草代用品的制品,815764169.0
201711,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2092640670.0
201711,26,第26章  矿砂、矿渣及矿灰,380264023.0
201711,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,26889619806.0
201711,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,9673410907.0
201711,29,第29章  有机化学品,30332616207.0
201711,30,第30章  药品,4473698052.0
201711,31,第31章  肥料,3219461634.0
201711,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,4098292830.0
201711,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,2902953527.0
201711,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,2157359829.0
201711,35,第35章  蛋白类物质；改性淀粉；胶；酶,1708343037.0
201711,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,594726398.0
201711,37,第37章  照相及电影用品,664759692.0
201711,38,第38章  杂项化学产品,10044167398.0
201711,39,第39章  塑料及其制品,42618494605.0
201711,40,第40章  橡胶及其制品,11705649035.0
201711,41,第41章  生皮（毛皮除外）及皮革,312739542.0
201711,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,16521584640.0
201711,43,第43章  毛皮、人造毛皮及其制品,2961996192.0
201711,44,第44章  木及木制品；木炭,7977646088.0
201711,45,第45章  软木及软木制品,14251279.0
201711,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,783302812.0
201711,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,91219203.0
201711,48,第48章  纸及纸板；纸浆、纸或纸板制品,10205786689.0
201711,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,2023191390.0
201711,50,第50章  蚕丝,774479846.0
201711,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,996166064.0
201711,52,第52章  棉花,9077912363.0
201711,53,第53章  其他植物纺织纤维；纸纱线及其机织物,899738192.0
201711,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,10761796771.0
201711,55,第55章  化学纤维短纤,6879417399.0
201711,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,3019856720.0
201711,57,第57章  地毯及纺织材料的其他铺地制品,1695083063.0
201711,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,2885335724.0
201711,59,第58章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,4464953616.0
201711,60,第60章  针织物及钩编织物,9612833128.0
201711,61,第61章  针织或钩编的服装及衣着附件,40602490788.0
201711,62,第62章  非针织或非钩编的服装及衣着附件,38217065028.0
201711,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,15656526650.0
201711,64,第64章  鞋靴、护腿和类似品及其零件,23865428337.0
201711,65,第65章  帽类及其零件,2200216511.0
201711,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1408570398.0
201711,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,3260815821.0
201711,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,6382919300.0
201711,69,第69章  陶瓷产品,12259387327.0
201711,70,第70章  玻璃及其制品,9098259477.0
201711,71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,12809618819.0
201711,72,第72章  钢铁,23090743103.0
201711,73,第73章  钢铁制品,34298134707.0
201711,74,第74章  铜及其制品,3545546297.0
201711,75,第75章  镍及其制品,265501561.0
201711,76,第76章  铝及其制品,13085176329.0
201711,78,第78章  铅及其制品,111135956.0
201711,79,第79章  锌及其制品,121758180.0
201711,80,第80章  锡及其制品,41672693.0
201711,81,第81章  其他贱金属、金属陶瓷及其制品,1904484543.0
201711,82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,8732713749.0
201711,83,第83章  贱金属杂项制品,10721049205.0
201711,84,第84章  核反应堆、锅炉、机器、机械器具及零件,244748704991.0
201711,85,第85章  电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,418769813278.0
201711,86,第86章  铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件；附件；各种机械（包括电动机械）交通信号设备,7525688443.0
201711,87,第87章  车辆及其零件、附件，但铁道及电车道车辆除外,41235508422.0
201711,88,第88章  航空器、航天器及其零件,1958533282.0
201711,89,第89章  船舶及浮动结构体,9334071190.0
201711,90,第90章  光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件,42037050526.0
201711,91,第91章  钟表及其零件,2780006623.0
201711,92,第92章  乐器及其零件、附件,967841474.0
201711,93,第93章  武器、弹药及其零件、附件,87225844.0
201711,94,第94章  家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光铭牌及类似品；活动房屋,52973859127.0
201711,95,第95章  玩具、游戏品、运动用品及其零件、附件,31009023281.0
201711,96,第96章  杂项制品,9398575397.0
201711,97,第97章  艺术品、收藏品及古物,78279989.0
201711,98,第98章  特殊交易品及未分类商品,3511736659.0
