数据年月,商品编码,商品名称,人民币
202205,1,第1章   活动物,298233293.0
202205,2,第2章   肉及食用杂碎,547968164.0
202205,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,7650101329.0
202205,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,422167330.0
202205,5,第5章   其他动物产品,1328867784.0
202205,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,293338787.0
202205,7,第7章   食用蔬菜、根及块茎,5994386451.0
202205,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1811206629.0
202205,9,第9章   咖啡、茶、马黛茶及调味香料,2130025181.0
202205,10,第10章  谷物,241333339.0
202205,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,611588371.0
202205,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1871084933.0
202205,13,第13章  虫胶；树胶、树脂及其他植物液、汁,1462231695.0
202205,14,第14章  编结用植物材料；其他植物产品,149209640.0
202205,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,2057727273.0
202205,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,7458034752.0
202205,17,第17章  糖及糖食,1533482312.0
202205,18,第18章  可可及可可制品,188624178.0
202205,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1421090682.0
202205,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,5594581467.0
202205,21,第21章  杂项食品,3475232268.0
202205,22,第22章  饮料、酒及醋,1471574253.0
202205,23,第23章  食品工业的残渣及废料；配制的动物饲料,2569990435.0
202205,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,3915882344.0
202205,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2519423319.0
202205,26,第26章  矿砂、矿渣及矿灰,1971162769.0
202205,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,28756165355.0
202205,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,24888535978.0
202205,29,第29章  有机化学品,66638162814.0
202205,30,第30章  药品,7475207711.0
202205,31,第31章  肥料,5144300441.0
202205,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,6101829186.0
202205,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,3651715388.0
202205,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3933511098.0
202205,35,第35章  蛋白类物质；改性淀粉；胶；酶,2682752068.0
202205,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,1032143424.0
202205,37,第37章  照相及电影用品,813667599.0
202205,38,第38章  杂项化学产品,22632215468.0
202205,39,第39章  塑料及其制品,84491451180.0
202205,40,第40章  橡胶及其制品,18130666842.0
202205,41,第41章  生皮（毛皮除外）及皮革,659924489.0
202205,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,21927674441.0
202205,43,第43章  毛皮、人造毛皮及其制品,1026340105.0
202205,44,第44章  木及木制品；木炭,11957042689.0
202205,45,第45章  软木及软木制品,32420065.0
202205,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,1154867956.0
202205,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,166563596.0
202205,48,第48章  纸及纸板；纸浆、纸或纸板制品,17562301319.0
202205,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,2551090621.0
202205,50,第50章  蚕丝,644418645.0
202205,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,1305183750.0
202205,52,第52章  棉花,8171542268.0
202205,53,第53章  其他植物纺织纤维；纸纱线及其机织物,576186505.0
202205,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,18081837496.0
202205,55,第55章  化学纤维短纤,8974408248.0
202205,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,4657971107.0
202205,57,第57章  地毯及纺织材料的其他铺地制品,2221439656.0
202205,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,3792891343.0
202205,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,6332751054.0
202205,60,第60章  针织物及钩编织物,15915383693.0
202205,61,第61章  针织或钩编的服装及衣着附件,50993873883.0
202205,62,第62章  非针织或非钩编的服装及衣着附件,40554871567.0
202205,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,20789021720.0
202205,64,第64章  鞋靴、护腿和类似品及其零件,34828391610.0
202205,65,第65章  帽类及其零件,3641686028.0
202205,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1993011326.0
202205,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,6932306030.0
