数据年月,商品编码,商品名称,人民币
201705,1,第1章   活动物,317837700.0
201705,2,第2章   肉及食用杂碎,512504580.0
201705,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,7711551148.0
201705,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,314734924.0
201705,5,第5章   其他动物产品,1547914760.0
201705,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,180792617.0
201705,7,第7章   食用蔬菜、根及块茎,6236034060.0
201705,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1635794213.0
201705,9,第9章   咖啡、茶、马黛茶及调味香料,1826750370.0
201705,10,第10章  谷物,537125897.0
201705,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,306884052.0
201705,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1350431161.0
201705,13,第13章  虫胶；树胶、树脂及其他植物液、汁,810247324.0
201705,14,第14章  编结用植物材料；其他植物产品,82042006.0
201705,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,465266484.0
201705,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,5382682611.0
201705,17,第17章  糖及糖食,982721952.0
201705,18,第18章  可可及可可制品,205515070.0
201705,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,914334423.0
201705,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4377386099.0
201705,21,第21章  杂项食品,1864886884.0
201705,22,第22章  饮料、酒及醋,1538120974.0
201705,23,第23章  食品工业的残渣及废料；配制的动物饲料,1556969814.0
201705,24,第24章  烟草、烟草及烟草代用品的制品,975093107.0
201705,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,1822129601.0
201705,26,第26章  矿砂、矿渣及矿灰,460675615.0
201705,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,19187641038.0
201705,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,8678251409.0
201705,29,第29章  有机化学品,29762322425.0
201705,30,第30章  药品,3965699025.0
201705,31,第31章  肥料,3641434119.0
