数据年月,商品编码,商品名称,人民币
202508,1,第1章   活动物,261400607.0
202508,2,第2章   肉及食用杂碎,985111412.0
202508,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,6180182223.0
202508,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,584496905.0
202508,5,第5章   其他动物产品,1204592192.0
202508,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,391561319.0
202508,7,第7章   食用蔬菜、根及块茎,5933854521.0
202508,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,3815530753.0
202508,9,第9章   咖啡、茶、马黛茶及调味香料,2004481302.0
202508,10,第10章  谷物,410663992.0
202508,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,505872626.0
202508,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1549819909.0
202508,13,第13章  虫胶；树胶、树脂及其他植物液、汁,1186157517.0
202508,14,第14章  编结用植物材料；其他植物产品,208566608.0
202508,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,2484118338.0
202508,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,6419997208.0
202508,17,第17章  糖及糖食,2143267656.0
202508,18,第18章  可可及可可制品,428280351.0
202508,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1966709348.0
202508,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4804343014.0
202508,21,第21章  杂项食品,4135371755.0
202508,22,第22章  饮料、酒及醋,1655546741.0
202508,23,第23章  食品工业的残渣及废料；配制的动物饲料,2187731772.0
202508,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,5182589280.0
202508,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2098929342.0
202508,26,第26章  矿砂、矿渣及矿灰,1757259889.0
202508,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,31337954391.0
202508,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,15835607165.0
202508,29,第29章  有机化学品,49027935831.0
202508,30,第30章  药品,10452350806.0
202508,31,第31章  肥料,13333881188.0
202508,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,5753523133.0
202508,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,6231054660.0
202508,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,6054068041.0
202508,35,第35章  蛋白类物质；改性淀粉；胶；酶,3217200790.0
202508,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,969214529.0
202508,37,第37章  照相及电影用品,846513255.0
202508,38,第38章  杂项化学产品,20148725992.0
202508,39,第39章  塑料及其制品,83947697197.0
202508,40,第40章  橡胶及其制品,23205987075.0
202508,41,第41章  生皮（毛皮除外）及皮革,698616191.0
202508,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,17275606926.0
202508,43,第43章  毛皮、人造毛皮及其制品,595743228.0
202508,44,第44章  木及木制品；木炭,9765287319.0
202508,45,第45章  软木及软木制品,33525902.0
202508,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,620066000.0
202508,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,174456494.0
202508,48,第48章  纸及纸板；纸浆、纸或纸板制品,18117396762.0
202508,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,2694414654.0
202508,50,第50章  蚕丝,482242265.0
202508,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,920030612.0
202508,52,第52章  棉花,6861607962.0
202508,53,第53章  其他植物纺织纤维；纸纱线及其机织物,887075254.0
202508,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,18250378509.0
202508,55,第55章  化学纤维短纤,8416027595.0
202508,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,4916326077.0
202508,57,第57章  地毯及纺织材料的其他铺地制品,2572602966.0
202508,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,3764808741.0
202508,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,6012185747.0
202508,60,第60章  针织物及钩编织物,16628466667.0
202508,61,第61章  针织或钩编的服装及衣着附件,57476768523.0
202508,62,第62章  非针织或非钩编的服装及衣着附件,40144893836.0
202508,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,21177092650.0
202508,64,第64章  鞋靴、护腿和类似品及其零件,26593271637.0
202508,65,第65章  帽类及其零件,3791478531.0
202508,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1466213996.0
202508,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,4640441422.0
202508,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,5925176818.0
202508,69,第69章  陶瓷产品,11252073428.0
202508,70,第70章  玻璃及其制品,14286276522.0
