数据年月,商品编码,商品名称,人民币
202106,1,第1章   活动物,339502907.0
202106,2,第2章   肉及食用杂碎,460546501.0
202106,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,5423874992.0
202106,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,339738021.0
202106,5,第5章   其他动物产品,1157172743.0
202106,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,255028045.0
202106,7,第7章   食用蔬菜、根及块茎,5681278350.0
202106,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,2087454477.0
202106,9,第9章   咖啡、茶、马黛茶及调味香料,2526515139.0
202106,10,第10章  谷物,661362770.0
202106,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,336507186.0
202106,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,1294311881.0
202106,13,第13章  虫胶；树胶、树脂及其他植物液、汁,896088702.0
202106,14,第14章  编结用植物材料；其他植物产品,88114408.0
202106,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1478708978.0
202106,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,6281295784.0
202106,17,第17章  糖及糖食,1029287444.0
202106,18,第18章  可可及可可制品,198488921.0
202106,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1244017141.0
202106,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,4101735756.0
202106,21,第21章  杂项食品,3212152727.0
202106,22,第22章  饮料、酒及醋,1228788131.0
202106,23,第23章  食品工业的残渣及废料；配制的动物饲料,2114254221.0
202106,24,第24章  烟草、烟草及烟草代用品的制品,292121532.0
202106,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2054424810.0
202106,26,第26章  矿砂、矿渣及矿灰,3547691953.0
202106,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,28425141351.0
202106,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,12190162678.0
202106,29,第29章  有机化学品,42911015058.0
202106,30,第30章  药品,19236619303.0
202106,31,第31章  肥料,8176646964.0
202106,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,5336329918.0
202106,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,3410905972.0
202106,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3107524229.0
202106,35,第35章  蛋白类物质；改性淀粉；胶；酶,2240321957.0
202106,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,451893481.0
202106,37,第37章  照相及电影用品,628666930.0
202106,38,第38章  杂项化学产品,14299995220.0
202106,39,第39章  塑料及其制品,67157329168.0
202106,40,第40章  橡胶及其制品,17930864084.0
202106,41,第41章  生皮（毛皮除外）及皮革,553069342.0
202106,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,15748747914.0
202106,43,第43章  毛皮、人造毛皮及其制品,1440944430.0
202106,44,第44章  木及木制品；木炭,10751658408.0
202106,45,第45章  软木及软木制品,19288226.0
202106,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,1076348829.0
202106,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,126298567.0
202106,48,第48章  纸及纸板；纸浆、纸或纸板制品,12318097636.0
202106,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,2345561389.0
202106,50,第50章  蚕丝,339706493.0
202106,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,1270618259.0
202106,52,第52章  棉花,7815771587.0
202106,53,第53章  其他植物纺织纤维；纸纱线及其机织物,380320075.0
202106,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,14062934355.0
202106,55,第55章  化学纤维短纤,6892879158.0
202106,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,4423184448.0
202106,57,第57章  地毯及纺织材料的其他铺地制品,2102778803.0
202106,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,3142392598.0
202106,59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,5159588785.0
202106,60,第60章  针织物及钩编织物,14098792605.0
202106,61,第61章  针织或钩编的服装及衣着附件,47398455398.0
202106,62,第62章  非针织或非钩编的服装及衣着附件,38360745676.0
202106,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,21316897307.0
202106,64,第64章  鞋靴、护腿和类似品及其零件,26799514742.0
202106,65,第65章  帽类及其零件,2952940814.0
202106,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1596992506.0
202106,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,5899581868.0
202106,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,7262764883.0
