Commodity code,Commodity,Trading partner code,Trading partner,Renminbi Yuan
1,Live animals,138,United Arab Emirates,1223.0
1,Live animals,305,France,391391.0
1,Live animals,307,Italy,817159.0
1,Live animals,309,Netherlands,6604.0
1,Live animals,501,Canada,2467579.0
2,Meat and edible meat offal,109,Democratic People's Republic of Korea,4141543.0
2,Meat and edible meat offal,124,Mongolia,8195076.0
2,Meat and edible meat offal,147,Tajikistan,4006679.0
2,Meat and edible meat offal,301,Belgium,7790094.0
2,Meat and edible meat offal,305,France,538349.0
2,Meat and edible meat offal,339,Azerbai jan,182967.0
2,Meat and edible meat offal,404,Bahamas,550148.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",108,Cyprus,1235766.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",109,Democratic People's Republic of Korea,31344347.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",118,Kuwait,878148.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",124,Mongolia,304567.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",129,Philippines,193471112.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",137,Türkiye,6903872.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",138,United Arab Emirates,13735721.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",147,Tajikistan,8500.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",203,Benin,16099845.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",208,Cabo Verde,2419281.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",213,Congo,10563607.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",220,Ghana,12027697.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",224,Kenya,8296410.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",233,Mozambique,1333764.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",235,Niger,1223652.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",244,South Africa,4702394.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",252,Democratic Republic of Congo,7824791.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",301,Belgium,23604820.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",305,France,108598634.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",307,Italy,66891329.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",309,Netherlands,32833954.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",310,Greece,5818396.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",312,Spain,112446598.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",313,Albania,1188795.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",316,Bulgaria,15169.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",318,Finland,1288720.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",326,Norway,7994225.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",327,Poland,58061757.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",336,Lithuania,9436109.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",340,Belarus,1748748.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",350,Slovenia,1163845.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",405,Barbados,2274258.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",410,Brazil,40451043.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",415,Costa Rica,5670559.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",429,Mexico,66149850.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",435,Puerto Rico,11733100.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",442,Trinidad and Tobago,8015721.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",444,Uruguay,2222681.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",501,Canada,131688677.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",617,Samoa,5290239.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",621,Marshall Islands,224734.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",109,Democratic People's Republic of Korea,435506.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",118,Kuwait,545203.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",124,Mongolia,107520.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",129,Philippines,252191.0
