商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,110,中国香港,18418859.0
1,第1章   活动物,111,印度,138671.0
1,第1章   活动物,116,日本,3067526.0
1,第1章   活动物,119,老挝,8275.0
1,第1章   活动物,122,马来西亚,116004.0
1,第1章   活动物,125,尼泊尔,202432.0
1,第1章   活动物,132,新加坡,354254.0
1,第1章   活动物,133,韩国,3473001.0
1,第1章   活动物,136,泰国,93191.0
1,第1章   活动物,141,越南,3999972.0
1,第1章   活动物,149,乌兹别克斯坦,5752.0
1,第1章   活动物,150,格鲁吉亚,48519.0
1,第1章   活动物,303,英国,559578.0
1,第1章   活动物,304,德国,319431.0
1,第1章   活动物,344,俄罗斯,58654.0
1,第1章   活动物,502,美国,14093319.0
2,第2章   肉及食用杂碎,102,巴林,23867926.0
2,第2章   肉及食用杂碎,110,中国香港,301237131.0
2,第2章   肉及食用杂碎,112,印度尼西亚,282052.0
2,第2章   肉及食用杂碎,113,伊朗,431173.0
2,第2章   肉及食用杂碎,116,日本,5503762.0
2,第2章   肉及食用杂碎,119,老挝,5134559.0
2,第2章   肉及食用杂碎,122,马来西亚,38776491.0
2,第2章   肉及食用杂碎,132,新加坡,3155174.0
2,第2章   肉及食用杂碎,133,韩国,224833.0
2,第2章   肉及食用杂碎,136,泰国,328737.0
2,第2章   肉及食用杂碎,141,越南,943966.0
2,第2章   肉及食用杂碎,148,土库曼斯坦,214710.0
2,第2章   肉及食用杂碎,149,乌兹别克斯坦,1501800.0
2,第2章   肉及食用杂碎,150,格鲁吉亚,10602159.0
2,第2章   肉及食用杂碎,151,亚美尼亚,767856.0
2,第2章   肉及食用杂碎,202,安哥拉,7602252.0
2,第2章   肉及食用杂碎,206,喀麦隆,271889.0
2,第2章   肉及食用杂碎,218,加蓬,290036.0
2,第2章   肉及食用杂碎,221,几内亚,553925.0
2,第2章   肉及食用杂碎,230,毛里塔尼亚,548943.0
2,第2章   肉及食用杂碎,242,塞拉利昂,786777.0
2,第2章   肉及食用杂碎,243,索马里,877313.0
2,第2章   肉及食用杂碎,304,德国,2506549.0
2,第2章   肉及食用杂碎,344,俄罗斯,29500072.0
2,第2章   肉及食用杂碎,502,美国,2692309.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,102,巴林,504984.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,110,中国香港,488720942.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,111,印度,2018714.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,112,印度尼西亚,18162477.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,113,伊朗,968799.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,116,日本,1333035716.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,119,老挝,345704.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,120,黎巴嫩,1026333.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,122,马来西亚,130171289.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,126,阿曼,944791.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,132,新加坡,38195660.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,133,韩国,661011293.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,136,泰国,337345288.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,141,越南,179625251.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,143,中国台湾,402428300.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,145,哈萨克斯坦,3575975.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,150,格鲁吉亚,1565663.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,152,阿塞拜疆,1725214.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,202,安哥拉,897062.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,206,喀麦隆,17421988.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,212,科摩罗,621044.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,218,加蓬,8624236.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,221,几内亚,2774627.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,223,科特迪瓦,124111063.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,231,毛里求斯,7515443.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,234,纳米比亚,730826.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,237,留尼汪,1846054.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,240,塞内加尔,57471403.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,243,索马里,346497.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,249,突尼斯,864410.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,259,马约特,762631.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,260,南苏丹,673883.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,303,英国,255148435.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,304,德国,217214293.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,344,俄罗斯,144894992.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,351,克罗地亚,8174732.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,358,塞尔维亚,229182.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,401,安提瓜和巴布达,1188885.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,403,阿鲁巴,619297.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,421,格林纳达,628806.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,425,海地,4383139.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,440,萨尔瓦多,400206.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,441,苏里南,3463458.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,502,美国,936808029.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,601,澳大利亚,78967452.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,607,新喀里多尼亚,223386.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,618,基里巴斯,533709.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,102,巴林,7455990.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,110,中国香港,159145252.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,111,印度,908923.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,112,印度尼西亚,17947.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,113,伊朗,41403.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,116,日本,59915061.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,119,老挝,14246.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,122,马来西亚,8072584.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,126,阿曼,2213557.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,132,新加坡,25406495.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,133,韩国,7127883.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,136,泰国,10770579.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,139,也门,51754.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,141,越南,1668957.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,231,毛里求斯,283495.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,240,塞内加尔,129023.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,249,突尼斯,379491.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,303,英国,46211314.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,304,德国,2230661.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,344,俄罗斯,6513.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,351,克罗地亚,644305.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,417,库拉索,64619.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,502,美国,20326015.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,601,澳大利亚,10111210.0
5,第5章   其他动物产品,110,中国香港,4285990.0
5,第5章   其他动物产品,111,印度,1464610.0
5,第5章   其他动物产品,112,印度尼西亚,21164536.0
5,第5章   其他动物产品,116,日本,105550311.0
5,第5章   其他动物产品,122,马来西亚,2151619.0
5,第5章   其他动物产品,125,尼泊尔,125713.0
5,第5章   其他动物产品,132,新加坡,19512.0
5,第5章   其他动物产品,133,韩国,22342024.0
5,第5章   其他动物产品,136,泰国,32473061.0
5,第5章   其他动物产品,141,越南,236194763.0
