商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,105,文莱,715.0
1,第1章   活动物,107,柬埔寨,4575.0
1,第1章   活动物,121,中国澳门,23618585.0
1,第1章   活动物,131,沙特阿拉伯,1039080.0
1,第1章   活动物,302,丹麦,257472.0
1,第1章   活动物,330,瑞典,15591.0
1,第1章   活动物,331,瑞士,94507.0
2,第2章   肉及食用杂碎,101,阿富汗,11641534.0
2,第2章   肉及食用杂碎,106,缅甸,2536257.0
2,第2章   肉及食用杂碎,107,柬埔寨,50185389.0
2,第2章   肉及食用杂碎,114,伊拉克,19330440.0
2,第2章   肉及食用杂碎,117,约旦,1436756.0
2,第2章   肉及食用杂碎,121,中国澳门,46859268.0
2,第2章   肉及食用杂碎,130,卡塔尔,13494601.0
2,第2章   肉及食用杂碎,146,吉尔吉斯斯坦,67137480.0
2,第2章   肉及食用杂碎,216,赤道几内亚,649904.0
2,第2章   肉及食用杂碎,226,利比亚,14094868.0
2,第2章   肉及食用杂碎,236,尼日利亚,2504786.0
2,第2章   肉及食用杂碎,238,卢旺达,218870.0
2,第2章   肉及食用杂碎,247,坦桑尼亚,1234561.0
2,第2章   肉及食用杂碎,352,捷克,2363194.0
2,第2章   肉及食用杂碎,423,危地马拉,800106.0
2,第2章   肉及食用杂碎,609,新西兰,177696.0
2,第2章   肉及食用杂碎,611,巴布亚新几内亚,845180.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,103,孟加拉国,3111764.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,105,文莱,694951.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,107,柬埔寨,2499852.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,115,以色列,2300075.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,117,约旦,1192334.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,121,中国澳门,16070610.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,130,卡塔尔,1980547.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,134,斯里兰卡,8433722.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,144,东帝汶,4979328.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,146,吉尔吉斯斯坦,1916379.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,201,阿尔及利亚,2236258.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,215,埃及,12323963.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,216,赤道几内亚,3603338.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,226,利比亚,1409777.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,229,马里,14770268.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,232,摩洛哥,11883897.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,236,尼日利亚,41719443.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,238,卢旺达,42137101.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,247,坦桑尼亚,14613670.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,248,多哥,3198898.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,251,布基纳法索,11853383.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,253,赞比亚,488365.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,302,丹麦,6604458.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,311,葡萄牙,95038192.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,322,冰岛,166.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,328,罗马尼亚,2954017.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,330,瑞典,70675999.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,343,摩尔多瓦,204565.0
