商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,118,科威特,"38,277"
1,第1章   活动物,124,蒙古,"149,629"
1,第1章   活动物,129,菲律宾,"34,066"
1,第1章   活动物,138,阿联酋,"48,915"
1,第1章   活动物,250,乌干达,"711,557"
1,第1章   活动物,301,比利时,"40,380"
1,第1章   活动物,305,法国,"762,855"
1,第1章   活动物,307,意大利,"904,320"
1,第1章   活动物,309,荷兰,"314,466"
1,第1章   活动物,310,希腊,"43,702"
1,第1章   活动物,321,匈牙利,"17,753"
1,第1章   活动物,327,波兰,"108,875"
1,第1章   活动物,501,加拿大,"130,391"
2,第2章   肉及食用杂碎,109,朝鲜,"16,339,360"
2,第2章   肉及食用杂碎,118,科威特,"3,402,042"
2,第2章   肉及食用杂碎,123,马尔代夫,"4,307,999"
2,第2章   肉及食用杂碎,124,蒙古,"36,832,799"
2,第2章   肉及食用杂碎,127,巴基斯坦,"660,116"
2,第2章   肉及食用杂碎,137,土耳其,"1,037,114"
2,第2章   肉及食用杂碎,138,阿联酋,"30,142,361"
2,第2章   肉及食用杂碎,203,贝宁,"438,384"
2,第2章   肉及食用杂碎,213,刚果共和国,"828,974"
2,第2章   肉及食用杂碎,220,加纳,"4,909,921"
2,第2章   肉及食用杂碎,224,肯尼亚,"8,127,791"
2,第2章   肉及食用杂碎,233,莫桑比克,"92,367"
2,第2章   肉及食用杂碎,252,刚果民主共和国,"1,250,339"
2,第2章   肉及食用杂碎,301,比利时,"4,520,068"
2,第2章   肉及食用杂碎,305,法国,"725,018"
2,第2章   肉及食用杂碎,309,荷兰,"2,249,888"
2,第2章   肉及食用杂碎,340,白俄罗斯,"2,287,252"
2,第2章   肉及食用杂碎,501,加拿大,"316,996"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,108,塞浦路斯,"1,370,101"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,109,朝鲜,"9,742,221"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,118,科威特,"429,213"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,123,马尔代夫,"712,834"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,124,蒙古,"329,180"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,129,菲律宾,"165,205,070"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,137,土耳其,"1,841,040"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,138,阿联酋,"11,996,056"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,203,贝宁,"5,357,266"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,208,佛得角,"8,382,963"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,209,中非,"901,302"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,213,刚果共和国,"5,801,906"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,220,加纳,"47,264,460"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,227,马达加斯加,"22,234"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,233,莫桑比克,"2,090,130"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,235,尼日尔,"260,795"
