商品编码,商品名称,美元
1,第1章 活动物,23469526
2,第2章 肉及食用...,1068475944
3,第3章 鱼、甲壳...,848933328
4,第4章 乳品；蛋...,385989842
5,第5章 其他动物...,72355114
6,第6章 活树及其...,23284504
7,第7章 食用蔬菜...,231464165
8,第8章 食用水果...,582458208
9,第9章 咖啡、茶...,48642190
10,第10章 谷物,578743196
11,第11章 制粉工业...,115480472
12,第12章 含油子仁...,2895704299
13,第13章 虫胶；树...,27145796
14,第14章 编结用植...,12797037
15,第15章 动、植物...,614188992
16,第16章 肉、鱼、...,14825752
17,第17章 糖及糖食,180632298
18,第18章 可可及可...,45419858
19,第19章 谷物、粮...,487469357
20,第20章 蔬菜、水...,101477064
21,第21章 杂项食品,238207861
22,第22章 饮料、酒...,570078926
23,第23章 食品工业...,241396430
24,第24章 烟草、烟...,233490242
25,第25章 盐；硫磺...,636041687
26,第26章 矿砂、矿...,11422816698
27,第27章 矿物燃料...,27092331216
28,第28章 无机化学...,812396413
29,第29章 有机化学...,6052414696
30,第30章 药品,2513859589
31,第31章 肥料,264977476
32,第32章 鞣料浸膏...,449417902
33,第33章 精油及香...,1035280339
34,第34章 肥皂、有...,452862450
35,第35章 蛋白类物...,291786067
36,第36章 炸药；烟...,13695622
37,第37章 照相及电...,238072388
38,第38章 杂项化学...,1548035084
39,第39章 塑料及其...,6748583944
40,第40章 橡胶及其...,1485719590
41,第41章 生皮（毛...,516496664
42,第42章 皮革制品...,280006854
43,第43章 毛皮、人...,63660694
44,第44章 木及木制...,2302690876
45,第45章 软木及软...,3288457
46,第46章 稻草、秸...,1103794
47,第47章 木浆及其...,2056286736
48,第48章 纸及纸板...,542290781
49,第49章 书籍、报...,179046161
50,第50章 蚕丝,4949255
51,第51章 羊毛、动...,411094781
52,第52章 棉花,776553858
53,第53章 其他植物...,76502365
54,第54章 化学纤维...,286745194
55,第55章 化学纤维...,218300082
56,第56章 絮胎、毡...,120806819
57,第57章 地毯及纺...,10116982
58,第58章 特种机织...,45304808
59,第58章 浸渍、涂...,167293504
60,第60章 针织物及...,145411654
61,第61章 针织或钩...,268483623
62,第62章 非针织或...,342551165
63,第63章 其他纺织...,36658739
64,第64章 鞋靴、护...,414125732
65,第65章 帽类及其...,7972088
66,第66章 雨伞、阳...,1354928
67,第67章 已加工羽...,20112483
68,第68章 石料、石...,172460844
69,第69章 陶瓷产品,121770922
70,第70章 玻璃及其...,682321454
71,第71章 天然或养...,7978246659
72,第72章 钢铁,2098776774
73,第73章 钢铁制品,962899344
74,第74章 铜及其制...,4262052032
75,第75章 镍及其制...,537108261
76,第76章 铝及其制...,643955865
78,第78章 铅及其制...,5265726
79,第79章 锌及其制...,166015909
80,第80章 锡及其制...,15202523
81,第81章 其他贱金...,458512044
82,第82章 贱金属工...,360609671
83,第83章 贱金属杂...,171820246
84,第84章 核反应堆...,17746443287
85,第85章 电机、电...,41937100948
86,第86章 铁道及电...,71310696
87,第87章 车辆及其...,7148598720
88,第88章 航空器、...,2502201458
89,第89章 船舶及浮...,140553175
90,第90章 光学、照...,9010746252
91,第91章 钟表及其...,293885500
92,第92章 乐器及其...,42489858
93,第93章 武器、弹...,47832
94,第94章 家具；寝...,321450592
95,第95章 玩具、游...,160774938
96,第96章 杂项制品,230435014
97,第97章 艺术品、...,5411649
98,第98章 特殊交易...,1446319400
