商品编码,商品名称,美元
1,第1章 活动物,56440752
2,第2章 肉及食用...,921210363
3,第3章 鱼、甲壳...,1135236729
4,第4章 乳品；蛋...,347089341
5,第5章 其他动物...,61337854
6,第6章 活树及其...,29429924
7,第7章 食用蔬菜...,99468264
8,第8章 食用水果...,678588080
9,第9章 咖啡、茶...,78376831
10,第10章 谷物,384752571
11,第11章 制粉工业...,101569411
12,第12章 含油子仁...,3820865381
13,第13章 虫胶；树...,28282648
14,第14章 编结用植...,11775364
15,第15章 动、植物...,826496852
16,第16章 肉、鱼、...,38338787
17,第17章 糖及糖食,108129667
18,第18章 可可及可...,88627803
19,第19章 谷物、粮...,606150722
20,第20章 蔬菜、水...,118827511
21,第21章 杂项食品,402878507
22,第22章 饮料、酒...,569541688
23,第23章 食品工业...,423198738
24,第24章 烟草、烟...,68442569
25,第25章 盐；硫磺...,740692546
26,第26章 矿砂、矿...,12031124020
27,第27章 矿物燃料...,29720240025
28,第28章 无机化学...,927726632
29,第29章 有机化学...,5988417402
30,第30章 药品,2306535710
31,第31章 肥料,149183759
32,第32章 鞣料浸膏...,486191312
33,第33章 精油及香...,1400392346
34,第34章 肥皂、有...,445681570
35,第35章 蛋白类物...,340668144
36,第36章 炸药；烟...,11486748
37,第37章 照相及电...,270980362
38,第38章 杂项化学...,1709670637
39,第39章 塑料及其...,6754762011
40,第40章 橡胶及其...,1449547013
41,第41章 生皮（毛...,377274181
42,第42章 皮革制品...,278069743
43,第43章 毛皮、人...,145768484
44,第44章 木及木制...,2062370797
45,第45章 软木及软...,5337536
46,第46章 稻草、秸...,1144707
47,第47章 木浆及其...,2199472942
48,第48章 纸及纸板...,580155003
49,第49章 书籍、报...,183661798
50,第50章 蚕丝,3895984
51,第51章 羊毛、动...,247056882
52,第52章 棉花,863883511
53,第53章 其他植物...,83712779
54,第54章 化学纤维...,279316368
55,第55章 化学纤维...,229774453
56,第56章 絮胎、毡...,116535091
57,第57章 地毯及纺...,13377250
58,第58章 特种机织...,45261441
59,第58章 浸渍、涂...,155146930
60,第60章 针织物及...,138760859
61,第61章 针织或钩...,293648925
62,第62章 非针织或...,400984744
63,第63章 其他纺织...,46944129
64,第64章 鞋靴、护...,402170409
65,第65章 帽类及其...,7384267
66,第66章 雨伞、阳...,758305
67,第67章 已加工羽...,16018978
68,第68章 石料、石...,163226741
69,第69章 陶瓷产品,111765590
70,第70章 玻璃及其...,706518227
71,第71章 天然或养...,5850284500
72,第72章 钢铁,1980895725
73,第73章 钢铁制品,966892388
74,第74章 铜及其制...,4260589730
75,第75章 镍及其制...,540219307
76,第76章 铝及其制...,527944133
78,第78章 铅及其制...,37315173
79,第79章 锌及其制...,218504994
80,第80章 锡及其制...,14930764
81,第81章 其他贱金...,446798320
82,第82章 贱金属工...,327277244
83,第83章 贱金属杂...,171002169
84,第84章 核反应堆...,18713234351
85,第85章 电机、电...,53569489118
86,第86章 铁道及电...,61223663
87,第87章 车辆及其...,6765260491
88,第88章 航空器、...,3256977336
89,第89章 船舶及浮...,15227140
90,第90章 光学、照...,9436385211
91,第91章 钟表及其...,333849440
92,第92章 乐器及其...,47734879
93,第93章 武器、弹...,504755
94,第94章 家具；寝...,386924718
95,第95章 玩具、游...,202091050
96,第96章 杂项制品,242534192
97,第97章 艺术品、...,10906117
98,第98章 特殊交易...,859888592
