Commodity code,Commodity,US dollar
1,Live animals,10749338.0
2,Meat and edible meat offal,846980364.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",855965581.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",379131937.0
5,"roducts of animal origin,not elsewhere specified or included",50023588.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",16063884.0
7,Edible vegetables and certain roots and tubers,128222961.0
8,Edible fruit and nuts; peel of citrus fruit or melons,636708071.0
9,"Coffee, tea, maté and spices",31617183.0
10,Cereals,251343775.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,96221636.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2390143258.0
13,"Lac; gums, resins and other vegetable saps and extracts",21832065.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,10452984.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,565583551.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",10181592.0
17,Sugars and sugar confectionery,31898305.0
18,Cocoa and cocoa preparations,36348247.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",375846085.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",62882795.0
21,Miscellaneous edible preparations,194680696.0
22,"Beverages, spirits and vinegar",256616812.0
23,Residues and waste from the food industries; prepared animal fodder,228170895.0
24,Tobacco and manufactured tobacco substitutes,208181920.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",551614899.0
26,"Ores, slag and ash",11960623050.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",25133020233.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",523759752.0
29,Organic chemicals,5101665307.0
30,Pharmaceutical products,1774221440.0
31,Fertilisers,370400151.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,289526993.0
33,Essential oils and resinoids; perfumery,845210395.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",285297008.0
35,Albuminoidal substances; modified starches;,214076864.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6650922.0
37,Photographic or cinematographic goods,164470102.0
38,Miscellaneous chemical products,1047795100.0
39,Plastics and articles thereof,4538872625.0
40,Rubber and articles thereof,875284082.0
41,Raw hides and skins (other than furskins) and leather,236865544.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",220769073.0
43,Furskins and artificial fur; manufactures thereof,7430754.0
44,Wood and articles of wood; wood charcoal,1322198179.0
45,Cork and articles of cork,2811112.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1368399.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,1332957182.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",287485472.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",155767080.0
50,ilk,2870751.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",174851892.0
52,Cotton,803808525.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,61132891.0
54,Man-made filaments; strip and the like of man-made textile materials,166779184.0
55,Man-made staple fibres,138330132.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",78667386.0
57,Carpets and other textile floor coverings,7734614.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,26276741.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",107632380.0
60,Knitted or crocheted fabrics,80554012.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",234915375.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",268381585.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,28816218.0
