Commodity code,Commodity,US dollar
1,Live animals,38570407.0
2,Meat and edible meat offal,541492192.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",627897358.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",283683077.0
5,"roducts of animal origin,not elsewhere specified or included",43966477.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",24976992.0
7,Edible vegetables and certain roots and tubers,320831195.0
8,Edible fruit and nuts; peel of citrus fruit or melons,588112552.0
9,"Coffee, tea, maté and spices",28426337.0
10,Cereals,825081589.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,118828890.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2849081267.0
13,"Lac; gums, resins and other vegetable saps and extracts",17814898.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,21151619.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,647850464.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",20574563.0
17,Sugars and sugar confectionery,239140197.0
18,Cocoa and cocoa preparations,63052966.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",303649792.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",65564005.0
21,Miscellaneous edible preparations,132088364.0
22,"Beverages, spirits and vinegar",316409113.0
23,Residues and waste from the food industries; prepared animal fodder,367085208.0
24,Tobacco and manufactured tobacco substitutes,551118011.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",465913467.0
26,"Ores, slag and ash",7892197848.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",18254114033.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",847793717.0
29,Organic chemicals,4549407512.0
30,Pharmaceutical products,1637613951.0
31,Fertilisers,345619567.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,383291762.0
33,Essential oils and resinoids; perfumery,391257032.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",336004440.0
35,Albuminoidal substances; modified starches;,261280908.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,12300729.0
37,Photographic or cinematographic goods,178043553.0
38,Miscellaneous chemical products,1264798409.0
39,Plastics and articles thereof,5872196407.0
40,Rubber and articles thereof,1229644021.0
41,Raw hides and skins (other than furskins) and leather,795535488.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",178912273.0
43,Furskins and artificial fur; manufactures thereof,181385509.0
44,Wood and articles of wood; wood charcoal,1879693511.0
45,Cork and articles of cork,2814957.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",639631.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,1596165357.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",356817088.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",109172670.0
50,ilk,5139864.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",362052312.0
52,Cotton,1018926114.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,78145018.0
54,Man-made filaments; strip and the like of man-made textile materials,287100330.0
55,Man-made staple fibres,233204633.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",105484162.0
57,Carpets and other textile floor coverings,12698125.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,57584947.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",178940828.0
60,Knitted or crocheted fabrics,186014842.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",154060359.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",230839219.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,44085555.0
64,"Footwear, gaiters and the like; parts of such articles",185484983.0
65,Headgear and parts thereof,3936310.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",993067.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,23656882.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",146740731.0
69,Geramic products,62432082.0
70,Glass and glassware,564131456.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",6346579751.0
72,Iron and steel,1757125221.0
73,Articles of iron or steel,876393049.0
74,Copper and articles thereof,3524090942.0
75,Nickel and articles thereof,419005254.0
76,Aluminium and articles thereof,637175660.0
78,Lead and articles thereof,3987033.0
79,Zinc and articles thereof,144438056.0
