Commodity code,Commodity,US dollar
1,Live animals,22213010.0
2,Meat and edible meat offal,529550313.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",458984238.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",241975015.0
5,"roducts of animal origin,not elsewhere specified or included",44676320.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",16521461.0
7,Edible vegetables and certain roots and tubers,244672663.0
8,Edible fruit and nuts; peel of citrus fruit or melons,551168177.0
9,"Coffee, tea, maté and spices",33037112.0
10,Cereals,1084543913.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,76075362.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",3955105500.0
13,"Lac; gums, resins and other vegetable saps and extracts",22346744.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,17140726.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,794617179.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",23155060.0
17,Sugars and sugar confectionery,119391606.0
18,Cocoa and cocoa preparations,57447926.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",295924441.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",83078072.0
21,Miscellaneous edible preparations,143621268.0
22,"Beverages, spirits and vinegar",412938914.0
23,Residues and waste from the food industries; prepared animal fodder,466781690.0
24,Tobacco and manufactured tobacco substitutes,55875929.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",439000065.0
26,"Ores, slag and ash",7606176744.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",19446479197.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",765150251.0
29,Organic chemicals,4311950806.0
30,Pharmaceutical products,1754508973.0
31,Fertilisers,237672558.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,366999299.0
33,Essential oils and resinoids; perfumery,372416338.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",327316060.0
35,Albuminoidal substances; modified starches;,256138100.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,12260199.0
37,Photographic or cinematographic goods,179838112.0
38,Miscellaneous chemical products,1276797348.0
39,Plastics and articles thereof,5599324360.0
40,Rubber and articles thereof,1413813815.0
41,Raw hides and skins (other than furskins) and leather,677127894.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",169696341.0
43,Furskins and artificial fur; manufactures thereof,177578924.0
44,Wood and articles of wood; wood charcoal,1648814750.0
45,Cork and articles of cork,2544044.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1259147.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,1553515848.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",362185516.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",116917784.0
50,ilk,4068825.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",406549913.0
52,Cotton,943581881.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,70570571.0
54,Man-made filaments; strip and the like of man-made textile materials,283997919.0
55,Man-made staple fibres,244370472.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",101626323.0
57,Carpets and other textile floor coverings,12483669.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,53118288.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",152258285.0
60,Knitted or crocheted fabrics,166463585.0
