商品编码,商品名称,美元
1,第1章 活动物,25310713
2,第2章 肉及食用...,1862893534
3,第3章 鱼、甲壳...,1401061983
4,第4章 乳品；蛋...,603223690
5,第5章 其他动物...,116002645
6,第6章 活树及其...,19446597
7,第7章 食用蔬菜...,151339122
8,第8章 食用水果...,2495559213
9,第9章 咖啡、茶...,201078233
10,第10章 谷物,1605393382
11,第11章 制粉工业...,137048076
12,第12章 含油子仁...,5675288044
13,第13章 虫胶；树...,35997698
14,第14章 编结用植...,19409380
15,动、植物或微生物油、...,960131672
16,第16章 肉、鱼、...,42150690
17,第17章 糖及糖食,169160889
18,第18章 可可及可...,83461660
19,第19章 谷物、粮...,532681479
20,第20章 蔬菜、水...,197306967
21,第21章 杂项食品,678161656
22,第22章 饮料、酒...,530464572
23,第23章 食品工业...,634023522
24,第24章 烟草、烟...,416388805
25,第25章 盐；硫磺...,1114921485
26,第26章 矿砂、矿...,20377936638
27,第27章 矿物燃料...,45049727030
28,第28章 无机化学...,1910681684
29,第29章 有机化学...,4012777223
30,第30章 药品,3601196888
31,第31章 肥料,385907934
32,第32章 鞣料浸膏...,436328055
33,第33章 精油及香...,1505035718
34,第34章 肥皂、有...,488029556
35,第35章 蛋白类物...,373917976
36,第36章 炸药；烟...,11262809
37,第37章 照相及电...,320094506
38,第38章 杂项化学...,2090669924
39,第39章 塑料及其...,5185205536
40,第40章 橡胶及其...,1252583979
41,第41章 生皮（毛...,265124999
42,第42章 皮革制品...,485858851
43,第43章 毛皮、人...,98054106
44,第44章 木及木制...,1712876689
45,第45章 软木及软...,2849537
46,第46章 稻草、秸...,2911097
47,第47章 木浆及其...,1856173724
48,第48章 纸及纸板...,599490168
49,第49章 书籍、报...,167932600
50,第50章 蚕丝,6645850
51,第51章 羊毛、动...,276137734
52,第52章 棉花,869269838
53,第53章 其他植物...,136273136
54,第54章 化学纤维...,181244432
55,第55章 化学纤维...,137113021
56,第56章 絮胎、毡...,92643249
57,第57章 地毯及纺...,7735363
58,第58章 特种机织...,25057403
59,第59章 浸渍、涂...,114332245
60,第60章 针织物及...,55416025
61,第61章 针织或钩...,289026290
62,第62章 非针织或...,411597787
63,第63章 其他纺织...,28379378
64,第64章 鞋靴、护...,519998500
65,第65章 帽类及其...,21080277
66,第66章 雨伞、阳...,604992
67,第67章 已加工羽...,110183305
68,第68章 石料、石...,153833791
69,第69章 陶瓷产品,124532540
70,第70章 玻璃及其...,579988081
71,第71章 天然或养...,11980363358
72,第72章 钢铁,2715700211
73,第73章 钢铁制品,785892316
74,第74章 铜及其制...,6764718799
75,第75章 镍及其制...,968552675
76,第76章 铝及其制...,1267119106
78,第78章 铅及其制...,14166545
79,第79章 锌及其制...,144641175
80,第80章 锡及其制...,33000311
81,第81章 其他贱金...,394515592
82,第82章 贱金属工...,248504162
83,第83章 贱金属杂...,145884644
84,第84章 核反应堆...,18170501798
85,第85章 电机、电...,46478073206
86,第86章 铁道及电...,62365827
87,第87章 车辆及其...,5468475146
88,第88章 航空器、...,599137009
89,第89章 船舶及浮...,25266217
90,第90章 光学、照...,5885305218
91,第91章 钟表及其...,334890911
92,第92章 乐器及其...,30946885
93,第93章 武器、弹...,294826
94,第94章 家具；寝...,167635004
95,第95章 玩具、游...,209578058
96,第96章 杂项制品,98740806
97,第97章 艺术品、...,101269416
98,第98章 特殊交易...,829695041
