商品编码,商品名称,美元
1,第1章   活动物,34866884.0
2,第2章   肉及食用杂碎,1953353824.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1561209683.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,532090401.0
5,第5章   其他动物产品,94012334.0
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,29405540.0
7,第7章   食用蔬菜、根及块茎,277764947.0
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1801131672.0
9,第9章   咖啡、茶、马黛茶及调味香料,203859330.0
10,第10章  谷物,486599961.0
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,140060372.0
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,5972838234.0
13,第13章  虫胶；树胶、树脂及其他植物液、汁,31404574.0
14,第14章  编结用植物材料；其他植物产品,14927387.0
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1451959333.0
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,67003278.0
17,第17章  糖及糖食,419061792.0
18,第18章  可可及可可制品,159781433.0
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,743510495.0
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,212611892.0
21,第21章  杂项食品,630008834.0
22,第22章  饮料、酒及醋,424577817.0
23,第23章  食品工业的残渣及废料；配制的动物饲料,715350858.0
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,115950239.0
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,932460725.0
26,第26章  矿砂、矿渣及矿灰,23116056534.0
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,37462387959.0
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1858088936.0
29,第29章  有机化学品,4291299897.0
30,第30章  药品,3325943521.0
31,第31章  肥料,322113004.0
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,425208406.0
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,1241763948.0
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,462122475.0
35,第35章  蛋白类物质；改性淀粉；胶；酶,381303086.0
36,第36章  炸药；烟火制品；引火合金；易燃材料制品,12998540.0
37,第37章  照相及电影用品,355478178.0
38,第38章  杂项化学产品,2063969547.0
39,第39章  塑料及其制品,4460933697.0
40,第40章  橡胶及其制品,1584828387.0
41,第41章  生皮（毛皮除外）及皮革,193442903.0
42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,452763796.0
43,第43章  毛皮、人造毛皮及其制品,90821245.0
44,第44章  木及木制品；木炭,1207431994.0
45,第45章  软木及软木制品,2438327.0
46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,1888301.0
47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,1554046537.0
48,第48章  纸及纸板；纸浆、纸或纸板制品,466941902.0
49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,126583264.0
50,第50章  蚕丝,8113959.0
51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,224857357.0
52,第52章  棉花,448747082.0
53,第53章  其他植物纺织纤维；纸纱线及其机织物,154172813.0
54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,127469817.0
55,第55章  化学纤维短纤,94091055.0
56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,90533161.0
57,第57章  地毯及纺织材料的其他铺地制品,8072054.0
58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,19291752.0
59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,97504499.0
60,第60章  针织物及钩编织物,41738120.0
61,第61章  针织或钩编的服装及衣着附件,358122098.0
62,第62章  非针织或非钩编的服装及衣着附件,604283401.0
63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,29944073.0
64,第64章  鞋靴、护腿和类似品及其零件,528182492.0
65,第65章  帽类及其零件,37345641.0
66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1232190.0
67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,121581858.0
68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,155283297.0
69,第69章  陶瓷产品,138579974.0
70,第70章  玻璃及其制品,588513149.0
71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,12096359593.0
72,第72章  钢铁,2412289256.0
