Commodity code,Commodity,US dollar
1,,30213356.0
2,,979060559.0
3,,1091845057.0
4,,426755098.0
5,,62517411.0
6,,23804239.0
7,,134891796.0
8,,861031523.0
9,,61258744.0
10,,366696502.0
11,,102106271.0
12,,2969874186.0
13,,25986756.0
14,,11061271.0
15,,813045622.0
16,,42958988.0
17,,93114605.0
18,,86949048.0
19,,592466429.0
20,,173343170.0
21,,232813442.0
22,,466438433.0
23,,240689897.0
24,,122180385.0
25,,682076854.0
26,,10894313241.0
27,,30099561127.0
28,,997613354.0
29,,5418001032.0
30,,2637201581.0
31,,352342977.0
32,,394995170.0
33,,1019116382.0
34,,355418534.0
35,,289827748.0
36,,10765027.0
37,,206207168.0
38,,1308030099.0
39,,5707719566.0
40,,1412119647.0
41,,314909168.0
42,,276260760.0
43,,12616470.0
44,,1901207063.0
45,,4049890.0
46,,1144617.0
47,,2068252332.0
48,,413716328.0
49,,138624052.0
50,,5067523.0
51,,247835839.0
52,,927038870.0
53,,85422869.0
54,,243652726.0
55,,166793013.0
56,,101584379.0
57,,11463977.0
58,,38571397.0
59,,138320139.0
60,,132171665.0
61,,279236377.0
62,,333573142.0
63,,38300516.0
64,,385681210.0
65,,8405983.0
66,,652128.0
67,,32006851.0
68,,151833546.0
69,,94338368.0
70,,588802115.0
71,,3695901975.0
72,,1824081692.0
73,,787074274.0
74,,3697782234.0
75,,313996598.0
76,,561641679.0
78,,71636278.0
79,,288389525.0
80,,13338590.0
81,,345843121.0
82,,301595985.0
83,,136933469.0
84,,15372415894.0
85,,36149718992.0
86,,65188168.0
87,,5238929461.0
88,,4078585901.0
89,,209111769.0
90,,8093665754.0
91,,329995375.0
92,,39639636.0
93,,2079744.0
94,,315324497.0
95,,177909837.0
96,,170028903.0
97,,12177005.0
98,,824267865.0
