Commodity code,Commodity,US dollar
1,Live animals,60611126.0
2,Meat and edible meat offal,1730100492.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1373704423.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",429454439.0
5,"roducts of animal origin,not elsewhere specified or included",64551680.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",24913754.0
7,Edible vegetables and certain roots and tubers,100522748.0
8,Edible fruit and nuts; peel of citrus fruit or melons,566365471.0
9,"Coffee, tea, maté and spices",86769778.0
10,Cereals,362395945.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,88592008.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2736791812.0
13,"Lac; gums, resins and other vegetable saps and extracts",33545879.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9819489.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,956859297.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",35403790.0
17,Sugars and sugar confectionery,180958568.0
18,Cocoa and cocoa preparations,89121467.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",597091173.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",121641865.0
21,Miscellaneous edible preparations,362179194.0
22,"Beverages, spirits and vinegar",463378520.0
23,Residues and waste from the food industries; prepared animal fodder,230321722.0
24,Tobacco and manufactured tobacco substitutes,160488942.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",642586266.0
26,"Ores, slag and ash",14318104655.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",29203493584.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",816609230.0
29,Organic chemicals,4428488959.0
30,Pharmaceutical products,3007006659.0
31,Fertilisers,183445582.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,421065554.0
33,Essential oils and resinoids; perfumery,1471854280.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",396578225.0
35,Albuminoidal substances; modified starches;,304726723.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,7793822.0
37,Photographic or cinematographic goods,214785903.0
38,Miscellaneous chemical products,1311776953.0
39,Plastics and articles thereof,5759948352.0
40,Rubber and articles thereof,1184142074.0
41,Raw hides and skins (other than furskins) and leather,265744309.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",355404813.0
43,Furskins and artificial fur; manufactures thereof,97442042.0
44,Wood and articles of wood; wood charcoal,1702318728.0
45,Cork and articles of cork,1546476.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1184261.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,1538952701.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",408181511.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",233764863.0
50,ilk,6457969.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",192111811.0
52,Cotton,537767413.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,55880794.0
54,Man-made filaments; strip and the like of man-made textile materials,244332605.0
55,Man-made staple fibres,179005380.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",96538494.0
57,Carpets and other textile floor coverings,8513433.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,35637145.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",129444846.0
60,Knitted or crocheted fabrics,117373268.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",282147077.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",361515293.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,42663234.0
64,"Footwear, gaiters and the like; parts of such articles",453351275.0
65,Headgear and parts thereof,12444755.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",911484.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,23910149.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",136997899.0
69,Geramic products,94703264.0
70,Glass and glassware,594803125.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",3270137103.0
72,Iron and steel,1977924391.0
73,Articles of iron or steel,800451739.0
74,Copper and articles thereof,3193190554.0
75,Nickel and articles thereof,464452188.0
76,Aluminium and articles thereof,383601576.0
78,Lead and articles thereof,15553356.0
79,Zinc and articles thereof,139087428.0
80,Tin and articles thereof,10720705.0
81,Other base metals; cermets; articles thereof,281562724.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",251505477.0
83,Miscellaneous articles of base metal,149263311.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",15083688959.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",44815138371.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",49834405.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",4529088982.0
88,"Aircraft, spacecraft, and parts thereof",1076032146.0
89,"Ships, boats and floating structures",135187997.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",8258619479.0
91,Clocks and watches and parts thereof,476490670.0
92,Musical instruments; parts and accessories of such articles,44868564.0
93,Arms and ammunition; parts and accessories thereof,57747.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",265024458.0
95,"Toys, games and sports requisites;parts and accessories thereof",228880872.0
96,Miscellaneous manufactured articles,223154679.0
97,"Works of art, collectors' pieces and antiques",165206090.0
98,Commodities not classified accroding to kind,1632854825.0
