商品编码,商品名称,美元
1,第1章   活动物,"12,953,916"
2,第2章   肉及食用杂碎,"2,242,815,742"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,"1,827,951,753"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,"735,823,537"
5,第5章   其他动物产品,"108,474,802"
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,"15,576,257"
7,第7章   食用蔬菜、根及块茎,"123,813,057"
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,"2,565,863,653"
9,第9章   咖啡、茶、马黛茶及调味香料,"158,668,472"
10,第10章  谷物,"526,642,757"
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,"166,983,205"
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,"4,224,658,784"
13,第13章  虫胶；树胶、树脂及其他植物液、汁,"32,132,892"
14,第14章  编结用植物材料；其他植物产品,"11,036,836"
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,"1,008,134,507"
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,"78,406,928"
17,第17章  糖及糖食,"110,882,374"
18,第18章  可可及可可制品,"119,910,865"
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,"423,535,396"
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,"258,851,028"
21,第21章  杂项食品,"475,019,877"
22,第22章  饮料、酒及醋,"369,797,123"
23,第23章  食品工业的残渣及废料；配制的动物饲料,"386,130,951"
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,"224,658,769"
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,"947,068,399"
26,第26章  矿砂、矿渣及矿灰,"20,687,828,389"
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,"36,080,140,338"
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,"1,230,472,125"
29,第29章  有机化学品,"3,805,070,089"
30,第30章  药品,"2,599,288,301"
31,第31章  肥料,"407,036,612"
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,"370,886,478"
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,"1,183,362,962"
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,"405,897,090"
35,第35章  蛋白类物质；改性淀粉；胶；酶,"301,909,522"
36,第36章  炸药；烟火制品；引火合金；易燃材料制品,"12,661,491"
37,第37章  照相及电影用品,"255,933,821"
38,第38章  杂项化学产品,"1,819,343,709"
39,第39章  塑料及其制品,"4,453,704,877"
40,第40章  橡胶及其制品,"1,780,582,320"
41,第41章  生皮（毛皮除外）及皮革,"220,707,083"
42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,"454,316,130"
43,第43章  毛皮、人造毛皮及其制品,"6,911,113"
44,第44章  木及木制品；木炭,"1,188,839,378"
45,第45章  软木及软木制品,"3,039,954"
46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,"1,580,725"
47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,"1,989,642,315"
48,第48章  纸及纸板；纸浆、纸或纸板制品,"497,768,069"
49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,"154,875,995"
50,第50章  蚕丝,"4,296,961"
51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,"200,698,591"
52,第52章  棉花,"522,653,644"
53,第53章  其他植物纺织纤维；纸纱线及其机织物,"60,843,144"
54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,"130,614,789"
55,第55章  化学纤维短纤,"107,441,702"
56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,"81,423,021"
57,第57章  地毯及纺织材料的其他铺地制品,"5,624,686"
58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,"14,957,785"
59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,"85,287,718"
60,第60章  针织物及钩编织物,"34,395,445"
61,第61章  针织或钩编的服装及衣着附件,"303,624,466"
62,第62章  非针织或非钩编的服装及衣着附件,"416,213,060"
