商品编码,商品名称,美元
1,第1章 活动物,13087301
2,第2章 肉及食用...,1793606758
3,第3章 鱼、甲壳...,1514425888
4,第4章 乳品；蛋...,490376801
5,第5章 其他动物...,92957204
6,第6章 活树及其...,25583996
7,第7章 食用蔬菜...,127925105
8,第8章 食用水果...,1799242226
9,第9章 咖啡、茶...,133654889
10,第10章 谷物,727293282
11,第11章 制粉工业...,198177667
12,第12章 含油子仁...,6513551864
13,第13章 虫胶；树...,28262504
14,第14章 编结用植...,14814902
15,动、植物或微生物油、...,1149400071
16,第16章 肉、鱼、...,55442485
17,第17章 糖及糖食,400278357
18,第18章 可可及可...,136074851
19,第19章 谷物、粮...,538071901
20,第20章 蔬菜、水...,178732615
21,第21章 杂项食品,635708323
22,第22章 饮料、酒...,473072366
23,第23章 食品工业...,718581633
24,第24章 烟草、烟...,61417469
25,第25章 盐；硫磺...,891357276
26,第26章 矿砂、矿...,20350649492
27,第27章 矿物燃料...,41682118032
28,第28章 无机化学...,1614791461
29,第29章 有机化学...,4286920368
30,第30章 药品,3343692226
31,第31章 肥料,389862882
32,第32章 鞣料浸膏...,426611130
33,第33章 精油及香...,1375193048
34,第34章 肥皂、有...,521371387
35,第35章 蛋白类物...,406597554
36,第36章 炸药；烟...,17143582
37,第37章 照相及电...,328640131
38,第38章 杂项化学...,2197004026
39,第39章 塑料及其...,5009859796
40,第40章 橡胶及其...,1502525731
41,第41章 生皮（毛...,227515738
42,第42章 皮革制品...,390151398
43,第43章 毛皮、人...,62263855
44,第44章 木及木制...,1477097963
45,第45章 软木及软...,1746067
46,第46章 稻草、秸...,957069
47,第47章 木浆及其...,1891007255
48,第48章 纸及纸板...,520277875
49,第49章 书籍、报...,172777661
50,第50章 蚕丝,6324221
51,第51章 羊毛、动...,170186939
52,第52章 棉花,513168590
53,第53章 其他植物...,155612999
54,第54章 化学纤维...,165913743
55,第55章 化学纤维...,127639515
56,第56章 絮胎、毡...,97110332
57,第57章 地毯及纺...,8143310
58,第58章 特种机织...,21924952
59,第59章 浸渍、涂...,104393580
60,第60章 针织物及...,55690096
61,第61章 针织或钩...,293612608
62,第62章 非针织或...,569829968
63,第63章 其他纺织...,25074036
64,第64章 鞋靴、护...,521608174
65,第65章 帽类及其...,19916755
66,第66章 雨伞、阳...,672929
67,第67章 已加工羽...,104312604
68,第68章 石料、石...,152513680
69,第69章 陶瓷产品,114583608
70,第70章 玻璃及其...,525311577
71,第71章 天然或养...,8915786482
72,第72章 钢铁,2585510895
73,第73章 钢铁制品,775629769
74,第74章 铜及其制...,5904642173
75,第75章 镍及其制...,861558967
76,第76章 铝及其制...,1116183918
78,第78章 铅及其制...,88975834
79,第79章 锌及其制...,171205078
80,第80章 锡及其制...,75319086
81,第81章 其他贱金...,412517911
82,第82章 贱金属工...,213297890
83,第83章 贱金属杂...,144219067
84,第84章 核反应堆...,21258975532
85,第85章 电机、电...,54366219757
86,第86章 铁道及电...,83751647
87,第87章 车辆及其...,5203513202
88,第88章 航空器、...,907252478
89,第89章 船舶及浮...,6940770
90,第90章 光学、照...,6491158474
91,第91章 钟表及其...,311059507
92,第92章 乐器及其...,28677992
93,第93章 武器、弹...,443501
94,第94章 家具；寝...,174551549
95,第95章 玩具、游...,208664543
96,第96章 杂项制品,96370105
97,第97章 艺术品、...,52421354
98,第98章 特殊交易...,603429036
