Commodity code,Commodity,US dollar
1,Live animals,54922109.0
2,Meat and edible meat offal,793919269.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",545060052.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",268839305.0
5,"roducts of animal origin,not elsewhere specified or included",44036052.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",18559178.0
7,Edible vegetables and certain roots and tubers,169031676.0
8,Edible fruit and nuts; peel of citrus fruit or melons,588975329.0
9,"Coffee, tea, maté and spices",38633685.0
10,Cereals,687408240.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,99904377.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",3065865724.0
13,"Lac; gums, resins and other vegetable saps and extracts",17533458.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,16041388.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,523423390.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",9675378.0
17,Sugars and sugar confectionery,106526042.0
18,Cocoa and cocoa preparations,37658289.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",289314490.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",71382647.0
21,Miscellaneous edible preparations,185754583.0
22,"Beverages, spirits and vinegar",391347121.0
23,Residues and waste from the food industries; prepared animal fodder,298375530.0
24,Tobacco and manufactured tobacco substitutes,488934585.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",362191528.0
26,"Ores, slag and ash",7250445751.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",14295454193.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",745663724.0
29,Organic chemicals,3656435549.0
30,Pharmaceutical products,1545778969.0
31,Fertilisers,284468612.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,345513817.0
33,Essential oils and resinoids; perfumery,403433919.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",316207373.0
35,Albuminoidal substances; modified starches;,237374676.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,16968125.0
37,Photographic or cinematographic goods,199056987.0
38,Miscellaneous chemical products,1212038343.0
39,Plastics and articles thereof,5021524091.0
40,Rubber and articles thereof,1098988324.0
41,Raw hides and skins (other than furskins) and leather,532935189.0
