Commodity code,Commodity,US dollar
1,Live animals,23069114.0
2,Meat and edible meat offal,602203260.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",511976463.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",259904465.0
5,"roducts of animal origin,not elsewhere specified or included",36212544.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",17160005.0
7,Edible vegetables and certain roots and tubers,135326413.0
8,Edible fruit and nuts; peel of citrus fruit or melons,310338152.0
9,"Coffee, tea, maté and spices",42678879.0
10,Cereals,609704729.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,67407458.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",3234055968.0
13,"Lac; gums, resins and other vegetable saps and extracts",19258844.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,13839626.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,618682649.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",16827624.0
17,Sugars and sugar confectionery,118795491.0
18,Cocoa and cocoa preparations,106706028.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",389896988.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",82366191.0
21,Miscellaneous edible preparations,180650302.0
22,"Beverages, spirits and vinegar",371077980.0
23,Residues and waste from the food industries; prepared animal fodder,335840128.0
24,Tobacco and manufactured tobacco substitutes,214880115.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",422609046.0
26,"Ores, slag and ash",7893491170.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",14064648286.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",878319076.0
29,Organic chemicals,3430096552.0
30,Pharmaceutical products,1785274414.0
31,Fertilisers,386703696.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,323420521.0
33,Essential oils and resinoids; perfumery,415345748.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",315604615.0
