Commodity code,Commodity,US dollar
1,Live animals,7352603.0
2,Meat and edible meat offal,969754863.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",531480105.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",274150797.0
5,"roducts of animal origin,not elsewhere specified or included",57960769.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",28496894.0
7,Edible vegetables and certain roots and tubers,166401853.0
8,Edible fruit and nuts; peel of citrus fruit or melons,644352723.0
9,"Coffee, tea, maté and spices",54208993.0
10,Cereals,718884936.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,70281521.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",3472313672.0
13,"Lac; gums, resins and other vegetable saps and extracts",20025039.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,23891297.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,434862610.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",13041002.0
17,Sugars and sugar confectionery,77469979.0
18,Cocoa and cocoa preparations,44622073.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",336909849.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",81839107.0
21,Miscellaneous edible preparations,165389169.0
22,"Beverages, spirits and vinegar",507080927.0
23,Residues and waste from the food industries; prepared animal fodder,299170536.0
24,Tobacco and manufactured tobacco substitutes,117296838.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",356570616.0
26,"Ores, slag and ash",8013174478.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",14282760273.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",773755711.0
29,Organic chemicals,3971982509.0
30,Pharmaceutical products,1680676458.0
31,Fertilisers,139457747.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,360534615.0
33,Essential oils and resinoids; perfumery,424124909.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",333566643.0
35,Albuminoidal substances; modified starches;,244778231.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,13293624.0
37,Photographic or cinematographic goods,184526655.0
38,Miscellaneous chemical products,1254428066.0
39,Plastics and articles thereof,4984230812.0
40,Rubber and articles thereof,1103597146.0
41,Raw hides and skins (other than furskins) and leather,507870057.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",177411897.0
43,Furskins and artificial fur; manufactures thereof,212325338.0
44,Wood and articles of wood; wood charcoal,1688692969.0
45,Cork and articles of cork,3465097.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",969624.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,1378310386.0
