商品编码,商品名称,美元
1,第1章 活动物,16714252
2,第2章 肉及食用...,1994920509
3,第3章 鱼、甲壳...,1509690339
4,第4章 乳品；蛋...,566254086
5,第5章 其他动物...,104434223
6,第6章 活树及其...,16794415
7,第7章 食用蔬菜...,274311920
8,第8章 食用水果...,1383632060
9,第9章 咖啡、茶...,142653647
10,第10章 谷物,2463076474
11,第11章 制粉工业...,259206995
12,第12章 含油子仁...,6438302722
13,第13章 虫胶；树...,26831781
14,第14章 编结用植...,14037741
15,动、植物或微生物油、...,1275652505
16,第16章 肉、鱼、...,56317720
17,第17章 糖及糖食,431727011
18,第18章 可可及可...,128306776
19,第19章 谷物、粮...,488888034
20,第20章 蔬菜、水...,269312476
21,第21章 杂项食品,555505165
22,第22章 饮料、酒...,474644664
23,第23章 食品工业...,630554116
24,第24章 烟草、烟...,55863204
25,第25章 盐；硫磺...,1320839440
26,第26章 矿砂、矿...,21457129587
27,第27章 矿物燃料...,47266970394
28,第28章 无机化学...,1767681151
29,第29章 有机化学...,3981466074
30,第30章 药品,3224181064
31,第31章 肥料,475451792
32,第32章 鞣料浸膏...,445006276
33,第33章 精油及香...,1181807174
34,第34章 肥皂、有...,467747532
35,第35章 蛋白类物...,376411498
36,第36章 炸药；烟...,11668607
37,第37章 照相及电...,319428597
38,第38章 杂项化学...,2129426338
39,第39章 塑料及其...,5330529468
40,第40章 橡胶及其...,1513414495
41,第41章 生皮（毛...,254364553
42,第42章 皮革制品...,570266298
43,第43章 毛皮、人...,52555082
44,第44章 木及木制...,1443948253
45,第45章 软木及软...,1994189
46,第46章 稻草、秸...,1308994
47,第47章 木浆及其...,2065503424
48,第48章 纸及纸板...,607164221
49,第49章 书籍、报...,174504379
50,第50章 蚕丝,6718515
51,第51章 羊毛、动...,201922973
52,第52章 棉花,970498205
53,第53章 其他植物...,146287399
54,第54章 化学纤维...,188940089
55,第55章 化学纤维...,127598255
56,第56章 絮胎、毡...,92326976
57,第57章 地毯及纺...,8736470
58,第58章 特种机织...,23786971
59,第59章 浸渍、涂...,101345259
60,第60章 针织物及...,56673005
61,第61章 针织或钩...,383490266
62,第62章 非针织或...,476561799
63,第63章 其他纺织...,28305462
64,第64章 鞋靴、护...,522935032
65,第65章 帽类及其...,19657430
66,第66章 雨伞、阳...,692579
67,第67章 已加工羽...,137136771
68,第68章 石料、石...,160395033
69,第69章 陶瓷产品,124715663
70,第70章 玻璃及其...,564293761
71,第71章 天然或养...,7594090834
72,第72章 钢铁,3184269923
73,第73章 钢铁制品,776608349
74,第74章 铜及其制...,5455385907
75,第75章 镍及其制...,912851069
76,第76章 铝及其制...,1191282344
78,第78章 铅及其制...,8917379
79,第79章 锌及其制...,76352438
80,第80章 锡及其制...,136504690
81,第81章 其他贱金...,433629831
82,第82章 贱金属工...,217619556
83,第83章 贱金属杂...,159200740
84,第84章 核反应堆...,18945258196
85,第85章 电机、电...,52101348897
86,第86章 铁道及电...,37916352
87,第87章 车辆及其...,6656584549
88,第88章 航空器、...,947952670
89,第89章 船舶及浮...,45561549
90,第90章 光学、照...,7129973818
91,第91章 钟表及其...,401015228
92,第92章 乐器及其...,36105494
93,第93章 武器、弹...,2444462
94,第94章 家具；寝...,252235125
95,第95章 玩具、游...,199441805
96,第96章 杂项制品,96809645
97,第97章 艺术品、...,73992252
98,第98章 特殊交易...,914930256
