Commodity code,Commodity,US dollar
1,Live animals,31531608.0
2,Meat and edible meat offal,347518103.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",385035904.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",275335485.0
5,"roducts of animal origin,not elsewhere specified or included",28476399.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",10015910.0
7,Edible vegetables and certain roots and tubers,264849547.0
8,Edible fruit and nuts; peel of citrus fruit or melons,645301120.0
9,"Coffee, tea, maté and spices",17711747.0
10,Cereals,674109982.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,56510780.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2370054214.0
13,"Lac; gums, resins and other vegetable saps and extracts",14452074.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,13834233.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,369873559.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",20221171.0
17,Sugars and sugar confectionery,60779726.0
18,Cocoa and cocoa preparations,37443644.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",168247007.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",39287520.0
21,Miscellaneous edible preparations,72414106.0
22,"Beverages, spirits and vinegar",170778396.0
23,Residues and waste from the food industries; prepared animal fodder,141973748.0
24,Tobacco and manufactured tobacco substitutes,27856089.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",353318475.0
26,"Ores, slag and ash",7033919429.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",15054440126.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",535250979.0
29,Organic chemicals,3350667556.0
30,Pharmaceutical products,1012899094.0
31,Fertilisers,263897177.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,232556385.0
33,Essential oils and resinoids; perfumery,240455974.0
