数据年月,商品编码,商品名称,人民币
202407,1,第1章   活动物,324434015.0
202407,2,第2章   肉及食用杂碎,12767861482.0
202407,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,9169564687.0
202407,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,4450732050.0
202407,5,第5章   其他动物产品,717481866.0
202407,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,188055735.0
202407,7,第7章   食用蔬菜、根及块茎,1240722241.0
202407,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,8804370131.0
202407,9,第9章   咖啡、茶、马黛茶及调味香料,1158490962.0
202407,10,第10章  谷物,7603299856.0
202407,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1250699333.0
202407,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,38431824650.0
202407,13,第13章  虫胶；树胶、树脂及其他植物液、汁,249561741.0
202407,14,第14章  编结用植物材料；其他植物产品,115778952.0
202407,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,7604173036.0
202407,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,294249025.0
202407,17,第17章  糖及糖食,2719390926.0
202407,18,第18章  可可及可可制品,714121800.0
202407,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,4189711661.0
202407,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,1289845309.0
202407,21,第21章  杂项食品,4037970332.0
202407,22,第22章  饮料、酒及醋,3878694867.0
202407,23,第23章  食品工业的残渣及废料；配制的动物饲料,5423868041.0
202407,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,1731425256.0
202407,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,7719194653.0
202407,26,第26章  矿砂、矿渣及矿灰,144728596190.0
202407,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,290887288496.0
202407,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,10262095324.0
202407,29,第29章  有机化学品,29760204815.0
202407,30,第30章  药品,25284807872.0
202407,31,第31章  肥料,2098283645.0
202407,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,3272864846.0
202407,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,9252387546.0
202407,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,3565740998.0
202407,35,第35章  蛋白类物质；改性淀粉；胶；酶,2846221380.0
202407,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,85169112.0
202407,37,第37章  照相及电影用品,2103605811.0
202407,38,第38章  杂项化学产品,14856350596.0
202407,39,第39章  塑料及其制品,38215061855.0
202407,40,第40章  橡胶及其制品,10698470880.0
202407,41,第41章  生皮（毛皮除外）及皮革,1865131488.0
