数据年月,商品编码,商品名称,人民币
202408,1,第1章   活动物,91845000.0
202408,2,第2章   肉及食用杂碎,13569356392.0
202408,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,10242579510.0
202408,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,3768199138.0
202408,5,第5章   其他动物产品,703642217.0
202408,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,196673634.0
202408,7,第7章   食用蔬菜、根及块茎,720802367.0
202408,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,10752791082.0
202408,9,第9章   咖啡、茶、马黛茶及调味香料,1118447046.0
202408,10,第10章  谷物,5289384328.0
202408,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,1537252382.0
202408,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,47631592593.0
202408,13,第13章  虫胶；树胶、树脂及其他植物液、汁,279047937.0
202408,14,第14章  编结用植物材料；其他植物产品,109672987.0
202408,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,8194971593.0
202408,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,374003088.0
202408,17,第17章  糖及糖食,4067574611.0
202408,18,第18章  可可及可可制品,715197377.0
202408,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,5192373742.0
202408,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,1489184112.0
202408,21,第21章  杂项食品,4021811842.0
202408,22,第22章  饮料、酒及醋,3352512778.0
202408,23,第23章  食品工业的残渣及废料；配制的动物饲料,6646357496.0
202408,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,800895990.0
202408,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,7196929513.0
202408,26,第26章  矿砂、矿渣及矿灰,152359144855.0
202408,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,321182318168.0
202408,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,12110434372.0
202408,29,第29章  有机化学品,29432956789.0
202408,30,第30章  药品,25543355059.0
