商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,301,比利时,"6,600,060"
1,第1章   活动物,305,法国,"24,621,183"
1,第1章   活动物,309,荷兰,"1,013,124"
1,第1章   活动物,312,西班牙,"3,364,404"
1,第1章   活动物,315,奥地利,"4,657"
2,第2章   肉及食用杂碎,124,蒙古,"19,040,000"
2,第2章   肉及食用杂碎,244,南非,"12,839,612"
2,第2章   肉及食用杂碎,301,比利时,"19,873,596"
2,第2章   肉及食用杂碎,305,法国,"173,573,285"
2,第2章   肉及食用杂碎,306,爱尔兰,"49,278,509"
2,第2章   肉及食用杂碎,309,荷兰,"247,467,719"
2,第2章   肉及食用杂碎,312,西班牙,"877,935,257"
2,第2章   肉及食用杂碎,315,奥地利,"11,318,691"
2,第2章   肉及食用杂碎,318,芬兰,"18,708,696"
2,第2章   肉及食用杂碎,321,匈牙利,"316,030"
2,第2章   肉及食用杂碎,340,白俄罗斯,"46,390,567"
2,第2章   肉及食用杂碎,408,玻利维亚,"183,317,200"
2,第2章   肉及食用杂碎,410,巴西,"4,488,783,492"
2,第2章   肉及食用杂碎,415,哥斯达黎加,"12,338,950"
2,第2章   肉及食用杂碎,431,尼加拉瓜,"384,391"
2,第2章   肉及食用杂碎,444,乌拉圭,"412,984,661"
2,第2章   肉及食用杂碎,501,加拿大,"189,052,523"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,123,马尔代夫,"17,257"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,127,巴基斯坦,"180,878,313"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,129,菲律宾,"60,338,175"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,137,土耳其,"11,844,171"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,220,加纳,"1,574,168"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,224,肯尼亚,"7,429,088"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,227,马达加斯加,"1,546,500"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,233,莫桑比克,"15,841,263"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,244,南非,"16,188,373"
