商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,110,中国香港,249285908.0
1,第1章   活动物,116,日本,11682811.0
1,第1章   活动物,132,新加坡,59440.0
1,第1章   活动物,133,韩国,519.0
1,第1章   活动物,136,泰国,15239486.0
1,第1章   活动物,202,安哥拉,5798150.0
1,第1章   活动物,303,英国,3416997.0
1,第1章   活动物,304,德国,3531523.0
1,第1章   活动物,502,美国,1138961.0
2,第2章   肉及食用杂碎,136,泰国,112653678.0
2,第2章   肉及食用杂碎,149,乌兹别克斯坦,5370406.0
2,第2章   肉及食用杂碎,234,纳米比亚,1423425.0
2,第2章   肉及食用杂碎,303,英国,132504946.0
2,第2章   肉及食用杂碎,344,俄罗斯,442865730.0
2,第2章   肉及食用杂碎,502,美国,499451318.0
2,第2章   肉及食用杂碎,601,澳大利亚,2020132690.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,110,中国香港,7088217.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,111,印度,745838506.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,112,印度尼西亚,506364508.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,113,伊朗,60026293.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,116,日本,697951.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,122,马来西亚,115698186.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,126,阿曼,14193492.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,133,韩国,68431309.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,136,泰国,268883748.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,141,越南,939472778.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,143,中国台湾,106150515.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,145,哈萨克斯坦,1861026.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,230,毛里塔尼亚,17724414.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,234,纳米比亚,746933.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,240,塞内加尔,20504642.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,303,英国,33703608.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,304,德国,16265779.0
