商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,107,柬埔寨,"163,156,000"
2,第2章   肉及食用杂碎,146,吉尔吉斯斯坦,"1,022,080"
2,第2章   肉及食用杂碎,302,丹麦,"145,960,002"
2,第2章   肉及食用杂碎,311,葡萄牙,"4,704,057"
2,第2章   肉及食用杂碎,331,瑞士,"6,689,229"
2,第2章   肉及食用杂碎,347,乌克兰,"7,025,761"
2,第2章   肉及食用杂碎,402,阿根廷,"1,085,894,598"
2,第2章   肉及食用杂碎,412,智利,"170,849,936"
2,第2章   肉及食用杂碎,413,哥伦比亚,"4,482,887"
2,第2章   肉及食用杂碎,432,巴拿马,"4,060,430"
2,第2章   肉及食用杂碎,609,新西兰,"745,359,162"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,103,孟加拉国,"45,472,773"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,106,缅甸,"117,748,045"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,131,沙特阿拉伯,"1,715,505"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,134,斯里兰卡,"7,778,762"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,232,摩洛哥,"585,158"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,247,坦桑尼亚,"26,094,872"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,302,丹麦,"27,849,437"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,311,葡萄牙,"32,186,913"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,322,冰岛,"108,857,253"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,334,爱沙尼亚,"21,228,544"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,402,阿根廷,"326,070,072"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,412,智利,"160,932,078"
