商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,人民币
1,第1章   活动物,124,蒙古,1721069.0
1,第1章   活动物,305,法国,1837778.0
1,第1章   活动物,309,荷兰,20237746.0
1,第1章   活动物,312,西班牙,25588128.0
2,第2章   肉及食用杂碎,124,蒙古,16290000.0
2,第2章   肉及食用杂碎,227,马达加斯加,1109128.0
2,第2章   肉及食用杂碎,244,南非,25632101.0
2,第2章   肉及食用杂碎,301,比利时,19442440.0
2,第2章   肉及食用杂碎,305,法国,182455751.0
2,第2章   肉及食用杂碎,306,爱尔兰,61440709.0
2,第2章   肉及食用杂碎,309,荷兰,303551493.0
2,第2章   肉及食用杂碎,312,西班牙,737114886.0
2,第2章   肉及食用杂碎,315,奥地利,6029628.0
2,第2章   肉及食用杂碎,318,芬兰,11756223.0
2,第2章   肉及食用杂碎,340,白俄罗斯,91224826.0
2,第2章   肉及食用杂碎,408,玻利维亚,279353465.0
2,第2章   肉及食用杂碎,410,巴西,5567274266.0
2,第2章   肉及食用杂碎,415,哥斯达黎加,35273464.0
2,第2章   肉及食用杂碎,431,尼加拉瓜,1807099.0
2,第2章   肉及食用杂碎,444,乌拉圭,651827930.0
2,第2章   肉及食用杂碎,501,加拿大,226828728.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,124,蒙古,348474.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,127,巴基斯坦,104787639.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,129,菲律宾,65651276.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,137,土耳其,3669492.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,220,加纳,583608.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,224,肯尼亚,6094159.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,227,马达加斯加,5809677.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,233,莫桑比克,396166.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,244,南非,24398489.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,305,法国,45649660.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,306,爱尔兰,14046572.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,309,荷兰,19955664.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,310,希腊,157470.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,312,西班牙,56756143.0
